koi_period,koi_duration,koi_depth,koi_prad,koi_snr,koi_disposition,mission
0.6962935,0.41777610000000004,1000.0,3.85,10.0,CANDIDATE,Transit
26.143,15.6858,1000.0,2.52,10.0,CANDIDATE,Transit
46.4221,27.853260000000002,1000.0,2.66,10.0,CANDIDATE,Transit
1.852487,1.1114922,1000.0,36.8,10.0,CANDIDATE,Transit
3.746332,2.2477992,1000.0,1.638,10.0,CANDIDATE,Transit
28.24765,16.948590000000003,1000.0,38.5,10.0,CANDIDATE,Transit
25.3606,15.216360000000002,1000.0,3.11,10.0,CANDIDATE,Transit
15.7086,9.425160000000002,1000.0,1.96,10.0,CANDIDATE,Transit
9.886,5.9315999999999995,1000.0,1.59,10.0,CANDIDATE,Transit
18.0983,10.858979999999999,1000.0,2.17,10.0,CONFIRMED,Transit
18.0971,10.858260000000001,1000.0,2.21,10.0,CONFIRMED,Transit
12.0156,7.20936,1000.0,2.81,10.0,CANDIDATE,Transit
0.946033,0.5676198,1000.0,1.81,10.0,CANDIDATE,Transit
2.667929,1.6007574,1000.0,50.7,10.0,CANDIDATE,Transit
0.531704,0.3190224,1000.0,2.0,10.0,CANDIDATE,Transit
0.531684,0.3190104,1000.0,2.13,10.0,CANDIDATE,Transit
24.006249,14.403749400000002,1000.0,23.826,10.0,CANDIDATE,Transit
1.115563,0.6693378000000001,1000.0,1.29,10.0,CANDIDATE,Transit
1.115485,0.6692910000000001,1000.0,1.6,10.0,CANDIDATE,Transit
24.462656,14.677593600000002,1000.0,13.6,10.0,CANDIDATE,Transit
24.482,14.6892,1000.0,28.2,10.0,CANDIDATE,Transit
0.77923,0.467538,1000.0,0.87,10.0,CANDIDATE,Transit
3.26945,1.9616700000000002,1000.0,3.9,10.0,CANDIDATE,Transit
4.07337,2.444022,1000.0,0.928,10.0,CANDIDATE,Transit
21.6768,13.00608,1000.0,2.87,10.0,CANDIDATE,Transit
6.80213,4.081278,1000.0,1.82,10.0,CANDIDATE,Transit
6.88385,4.13031,1000.0,8.3,10.0,CANDIDATE,Transit
34.885,20.931,1000.0,1.6,10.0,CONFIRMED,Transit
15.3866,9.23196,1000.0,2.41,10.0,CANDIDATE,Transit
11.52898,6.917388000000001,1000.0,3.93,10.0,CANDIDATE,Transit
3.44791,2.068746,1000.0,1.46,10.0,CANDIDATE,Transit
14.4307,8.65842,1000.0,2.28,10.0,CANDIDATE,Transit
8.12088,4.872528,1000.0,2.69,10.0,CANDIDATE,Transit
13.485,8.091000000000001,1000.0,1.67,10.0,CANDIDATE,Transit
13.484958,8.090974800000001,1000.0,1.56669509,10.0,CANDIDATE,Transit
17.732736,10.639641600000001,1000.0,23.212,10.0,CANDIDATE,Transit
1.096473,0.6578838,1000.0,78.0,10.0,CANDIDATE,Transit
4.162764,2.4976584,1000.0,1.5,10.0,CANDIDATE,Transit
13.7043,8.22258,1000.0,1.3,10.0,CANDIDATE,Transit
13.52583,8.115498,1000.0,2.49,10.0,CANDIDATE,Transit
13.52475,8.11485,1000.0,2.27671392,10.0,CANDIDATE,Transit
21.379793,12.827875800000001,1000.0,2.088,10.0,CANDIDATE,Transit
8.853025,5.311815000000001,1000.0,14.4,10.0,CANDIDATE,Transit
2.581467,1.5488802000000002,1000.0,5.7,10.0,CANDIDATE,Transit
2.58148,1.5488879999999998,1000.0,5.38,10.0,FALSE POSITIVE,Transit
14.069121,8.4414726,1000.0,1.8,10.0,CANDIDATE,Transit
14.06928,8.441568,1000.0,1.83,10.0,CANDIDATE,Transit
14.069759,8.4418554,1000.0,1.86705079,10.0,CANDIDATE,Transit
18.155653,10.893391800000002,1000.0,55.0,10.0,CANDIDATE,Transit
3.021944,1.8131664,1000.0,10.8,10.0,CANDIDATE,Transit
3.021795,1.8130770000000003,1000.0,45.9,10.0,CANDIDATE,Transit
7.783286,4.6699716,1000.0,155.7,10.0,CANDIDATE,Transit
7.78608,4.671648,1000.0,10.9,10.0,CANDIDATE,Transit
7.785227,4.6711362,1000.0,7.72094189,10.0,CANDIDATE,Transit
15.2841,9.17046,1000.0,1.12,10.0,CONFIRMED,Transit
15.2841,9.17046,1000.0,1.39,10.0,CONFIRMED,Transit
15.28078,9.168468,1000.0,1.26,10.0,CONFIRMED,Transit
23.226001,13.9356006,1000.0,2.24459533,10.0,CONFIRMED,Transit
23.2259,13.93554,1000.0,2.31,10.0,CONFIRMED,Transit
23.228555,13.937133000000001,1000.0,2.32,10.0,CONFIRMED,Transit
23.226,13.9356,1000.0,2.3,10.0,CONFIRMED,Transit
4.54462,2.7267720000000004,1000.0,6.6,10.0,CANDIDATE,Transit
12.346663,7.4079978,1000.0,2.345,10.0,CANDIDATE,Transit
31.4782,18.886920000000003,1000.0,2.6,10.0,CANDIDATE,Transit
6.02226,3.6133560000000005,1000.0,2.02,10.0,CANDIDATE,Transit
0.578657,0.3471942,1000.0,1.2,10.0,CONFIRMED,Transit
11.811437,7.0868622000000006,1000.0,2.3,10.0,CONFIRMED,Transit
11.81387,7.088322,1000.0,2.67,10.0,CONFIRMED,Transit
4.352428,2.6114568,1000.0,16.6,10.0,FALSE POSITIVE,Transit
4.35244,2.611464,1000.0,14.07,10.0,FALSE POSITIVE,Transit
2.851702,1.7110211999999998,1000.0,2.16,10.0,CANDIDATE,Transit
2.85177,1.711062,1000.0,3.34,10.0,CANDIDATE,Transit
11.090822,6.6544932,1000.0,1.818,10.0,CANDIDATE,Transit
13.83851,8.303106,1000.0,8.26,10.0,CANDIDATE,Transit
13.843725,8.306235000000001,1000.0,6.76064604,10.0,CANDIDATE,Transit
13.843678,8.306206800000002,1000.0,21.4,10.0,CANDIDATE,Transit
0.32815384,0.19689230399999996,1000.0,17.1,10.0,CANDIDATE,Transit
0.328152,0.19689120000000002,1000.0,14.79153996,10.0,CANDIDATE,Transit
8.25178,4.951068,1000.0,6.99,10.0,CANDIDATE,Transit
20.5827,12.349619999999998,1000.0,2.98,10.0,CANDIDATE,Transit
19.1324,11.47944,1000.0,2.73,10.0,CANDIDATE,Transit
2.458783,1.4752698,1000.0,3.11,10.0,CANDIDATE,Transit
1.05459,0.632754,1000.0,1.29,10.0,CANDIDATE,Transit
1.054612,0.6327672000000001,1000.0,1.0,10.0,CANDIDATE,Transit
1.054604,0.6327624000000001,1000.0,0.824,10.0,CANDIDATE,Transit
1.83473,1.100838,1000.0,29.93,10.0,FALSE POSITIVE,Transit
5.734172,3.4405032,1000.0,6.2,10.0,CANDIDATE,Transit
25.8614,15.516840000000002,1000.0,1.58,10.0,CANDIDATE,Transit
25.86125,15.51675,1000.0,2.2,10.0,CANDIDATE,Transit
6.430383,3.8582298,1000.0,4.309,10.0,CANDIDATE,Transit
6.78882,4.073292,1000.0,2.8,10.0,CANDIDATE,Transit
6.788344,4.073006400000001,1000.0,1.6,10.0,CANDIDATE,Transit
6.789076,4.0734456,1000.0,1.60793495,10.0,CANDIDATE,Transit
18.5159,11.109539999999999,1000.0,3.3,10.0,CANDIDATE,Transit
18.517319,11.110391400000001,1000.0,1.86157195,10.0,CANDIDATE,Transit
3.4914,2.09484,1000.0,1.18,10.0,CANDIDATE,Transit
7.685505,4.611303,1000.0,2.084,10.0,CANDIDATE,Transit
13.603,8.1618,1000.0,2.586,10.0,CONFIRMED,Transit
65.55,39.33,1000.0,2.69,10.0,CONFIRMED,Transit
14.78545,8.87127,1000.0,2.62,10.0,CANDIDATE,Transit
34.383193,20.6299158,1000.0,2.856,10.0,CANDIDATE,Transit
19.984217,11.990530200000002,1000.0,2.846,10.0,CANDIDATE,Transit
1.017968,0.6107808,1000.0,36.1,10.0,CANDIDATE,Transit
1.017977,0.6107862,1000.0,18.1,10.0,CANDIDATE,Transit
8.491003,5.0946017999999995,1000.0,2.228,10.0,CANDIDATE,Transit
8.95366,5.372196,1000.0,3.32,10.0,CANDIDATE,Transit
37.361973,22.4171838,1000.0,2.74426869,10.0,CANDIDATE,Transit
4.681743,2.8090458000000003,1000.0,5.4,10.0,FALSE POSITIVE,Transit
4.68189,2.8091340000000002,1000.0,29.41,10.0,FALSE POSITIVE,Transit
4.68199,2.809194,1000.0,48.33,10.0,FALSE POSITIVE,Transit
24.748442,14.849065200000002,1000.0,16.683,10.0,CANDIDATE,Transit
29.978884,17.9873304,1000.0,15.3,10.0,CANDIDATE,Transit
6.72511,4.0350660000000005,1000.0,4.37,10.0,CANDIDATE,Transit
12.24568,7.347408000000001,1000.0,2.047,10.0,CANDIDATE,Transit
13.8883,8.33298,1000.0,1.46,10.0,CANDIDATE,Transit
26.939433,16.1636598,1000.0,2.869,10.0,CANDIDATE,Transit
27.7985,16.679100000000002,1000.0,2.47,10.0,CANDIDATE,Transit
20.641492,12.3848952,1000.0,49.5,10.0,CANDIDATE,Transit
12.634794,7.5808764,1000.0,47.553,10.0,CANDIDATE,Transit
7.535783,4.5214698,1000.0,3.131,10.0,CANDIDATE,Transit
6.116238,3.6697428000000003,1000.0,4.886,10.0,CANDIDATE,Transit
9.668373,5.801023800000001,1000.0,2.628,10.0,CANDIDATE,Transit
0.546127,0.32767620000000003,1000.0,11.3,10.0,CANDIDATE,Transit
2.49686,1.498116,1000.0,90.0,10.0,CANDIDATE,Transit
5.84643,3.507858,1000.0,10.4,10.0,CANDIDATE,Transit
9.770186,5.8621116,1000.0,3.19260619,10.0,CANDIDATE,Transit
9.769155,5.861493,1000.0,3.3,10.0,CANDIDATE,Transit
9.7706,5.862360000000001,1000.0,3.8,10.0,CANDIDATE,Transit
0.515513,0.3093078,1000.0,3.4,10.0,CANDIDATE,Transit
6.7826,4.069560000000001,1000.0,1.88,10.0,CANDIDATE,Transit
3.12951,1.8777059999999999,1000.0,18.6,10.0,CANDIDATE,Transit
13.61358,8.168148,1000.0,3.39689521,10.0,CANDIDATE,Transit
13.61242,8.167452,1000.0,3.03,10.0,CANDIDATE,Transit
12.364531,7.4187186,1000.0,36.3,10.0,CANDIDATE,Transit
6.79867,4.079202,1000.0,4.4,10.0,CANDIDATE,Transit
1.489154,0.8934924,1000.0,1.9,10.0,CANDIDATE,Transit
1.489184,0.8935104,1000.0,1.0,10.0,CANDIDATE,Transit
1.117027,0.6702162,1000.0,16.9,10.0,FALSE POSITIVE,Transit
1.11704,0.670224,1000.0,33.94,10.0,FALSE POSITIVE,Transit
14.1297,8.477820000000001,1000.0,1.4,10.0,CANDIDATE,Transit
4.63789,2.782734,1000.0,2.04,10.0,CANDIDATE,Transit
4.637911,2.7827466000000003,1000.0,1.87105305,10.0,CANDIDATE,Transit
5.059033,3.0354198000000006,1000.0,1.03801946,10.0,CANDIDATE,Transit
5.059,3.0354,1000.0,1.12,10.0,CANDIDATE,Transit
1.876899,1.1261394,1000.0,13.2,10.0,CANDIDATE,Transit
10.99044,6.594263999999999,1000.0,1.16,10.0,CANDIDATE,Transit
21.568409,12.9410454,1000.0,20.5,10.0,CANDIDATE,Transit
1.236438,0.7418628,1000.0,50.0,10.0,CANDIDATE,Transit
7.269622,4.3617732,1000.0,32.9,10.0,CANDIDATE,Transit
7.269213,4.3615278,1000.0,163.0,10.0,CANDIDATE,Transit
7.457597,4.474558200000001,1000.0,8.7,10.0,CANDIDATE,Transit
7.46475831483,4.478854988898,1000.0,11.93024915,10.0,CANDIDATE,Transit
43.1029,25.86174,1000.0,12.2,10.0,CANDIDATE,Transit
0.2633809,0.15802854,1000.0,370.0,10.0,CANDIDATE,Transit
15.20726,9.124356,1000.0,26.2,10.0,CANDIDATE,Transit
15.207101,9.1242606,1000.0,12.7,10.0,CANDIDATE,Transit
0.738067,0.4428402,1000.0,260.0,10.0,CANDIDATE,Transit
4.135707,2.4814242,1000.0,1.59980974,10.0,CANDIDATE,Transit
4.13556,2.481336,1000.0,1.44,10.0,CANDIDATE,Transit
6.631247,3.9787482,1000.0,1.35955936,10.0,CANDIDATE,Transit
6.63107,3.9786420000000007,1000.0,1.52,10.0,CANDIDATE,Transit
1.726115,1.0356690000000002,1000.0,5.6,10.0,CANDIDATE,Transit
1.2539936,0.7523961600000001,1000.0,31.7,10.0,CANDIDATE,Transit
0.9085915,0.5451549,1000.0,23.1,10.0,CANDIDATE,Transit
6.421719,3.8530314000000008,1000.0,15.3,10.0,CANDIDATE,Transit
2.74324,1.645944,1000.0,28.0,10.0,CANDIDATE,Transit
0.533393,0.32003580000000004,1000.0,19.5,10.0,CANDIDATE,Transit
23.510811,14.1064866,1000.0,18.4,10.0,CANDIDATE,Transit
21.521554,12.912932399999999,1000.0,2.40003126,10.0,CANDIDATE,Transit
5.33988,3.2039280000000003,1000.0,1.27,10.0,CANDIDATE,Transit
6.689131,4.0134786,1000.0,29.9,10.0,CANDIDATE,Transit
3.6322288,2.1793372800000004,1000.0,32.2,10.0,CANDIDATE,Transit
10.14588,6.087528000000001,1000.0,19.43,10.0,CANDIDATE,Transit
11.12366,6.674196,1000.0,1.8,10.0,CANDIDATE,Transit
11.123654,6.674192400000001,1000.0,1.71707978,10.0,CANDIDATE,Transit
1.151471,0.6908826,1000.0,12.4,10.0,CANDIDATE,Transit
14.94889,8.969334,1000.0,21.9,10.0,CANDIDATE,Transit
14.948966,8.9693796,1000.0,36.94985751,10.0,CANDIDATE,Transit
3.0203,1.8121800000000001,1000.0,5.6,10.0,CANDIDATE,Transit
13.12227,7.873362,1000.0,2.02,10.0,CANDIDATE,Transit
13.125244,7.8751464,1000.0,1.67711859,10.0,CANDIDATE,Transit
19.68075,11.80845,1000.0,2.55,10.0,CANDIDATE,Transit
19.679411,11.807646600000002,1000.0,2.31529508,10.0,CANDIDATE,Transit
3.38492,2.030952,1000.0,1.48,10.0,CANDIDATE,Transit
3.90723655504,2.3443419330240003,1000.0,15.34164425,10.0,CANDIDATE,Transit
3.90518,2.343108,1000.0,16.3,10.0,CANDIDATE,Transit
28.077484,16.8464904,1000.0,67.3,10.0,CANDIDATE,Transit
11.86386,7.118316000000001,1000.0,2.21,10.0,CANDIDATE,Transit
8.6929,5.21574,1000.0,1.81,10.0,CANDIDATE,Transit
9.761854,5.8571124,1000.0,3.4422482,10.0,CANDIDATE,Transit
32.3204,19.39224,1000.0,3.3,10.0,CANDIDATE,Transit
2.786008,1.6716048,1000.0,1.9,10.0,CANDIDATE,Transit
2.78592,1.6715520000000001,1000.0,14.87,10.0,CANDIDATE,Transit
8.60133,5.160798000000001,1000.0,5.31,10.0,CANDIDATE,Transit
29.8411,17.90466,1000.0,5.23,10.0,CANDIDATE,Transit
16.692356,10.0154136,1000.0,17.0,10.0,CANDIDATE,Transit
4.833191,2.8999146000000002,1000.0,25.31,10.0,CANDIDATE,Transit
1.3194719,0.79168314,1000.0,14.3,10.0,CANDIDATE,Transit
1.319474,0.7916844000000001,1000.0,16.6,10.0,CANDIDATE,Transit
21.587326,12.9523956,1000.0,1.78061635,10.0,CANDIDATE,Transit
3.041617,1.8249702,1000.0,8.9894717,10.0,CANDIDATE,Transit
3.04108,1.8246480000000003,1000.0,11.9,10.0,CANDIDATE,Transit
0.4951253,0.29707518,1000.0,28.8,10.0,CANDIDATE,Transit
1.589843,0.9539058,1000.0,49.0,10.0,CANDIDATE,Transit
8.42177,5.053062000000001,1000.0,3.13,10.0,CANDIDATE,Transit
8.421659,5.0529954,1000.0,3.45758743,10.0,CANDIDATE,Transit
9.811589,5.8869534,1000.0,4.253,10.0,CANDIDATE,Transit
11.5843558517,6.95061351102,1000.0,5.49928933,10.0,CANDIDATE,Transit
11.587502,6.9525012,1000.0,21.9,10.0,CANDIDATE,Transit
1.549318,0.9295908,1000.0,42.6,10.0,CANDIDATE,Transit
5.0521,3.0312600000000005,1000.0,2.1388,10.0,CANDIDATE,Transit
5.049068,3.0294407999999997,1000.0,2.594,10.0,CANDIDATE,Transit
1.9363475,1.1618085000000002,1000.0,46.0,10.0,CANDIDATE,Transit
1.157563,0.6945378,1000.0,12.3,10.0,CANDIDATE,Transit
2.17469,1.3048140000000001,1000.0,1.8,10.0,CANDIDATE,Transit
1.658223,0.9949338000000001,1000.0,0.867,10.0,CANDIDATE,Transit
0.56007,0.336042,1000.0,1.67,10.0,CANDIDATE,Transit
4.88451,2.930706,1000.0,16.1,10.0,CANDIDATE,Transit
4.35967,2.6158020000000004,1000.0,2.31,10.0,CANDIDATE,Transit
1.81053,1.0863180000000001,1000.0,1.024,10.0,CANDIDATE,Transit
20.94388,12.566327999999999,1000.0,170.0,10.0,CANDIDATE,Transit
20.943909,12.5663454,1000.0,591.1,10.0,CANDIDATE,Transit
0.944284,0.5665704,1000.0,1.48,10.0,CANDIDATE,Transit
5.29136017752,3.174816106512,1000.0,11.52204139,10.0,CANDIDATE,Transit
5.29266,3.175596,1000.0,9.6,10.0,CANDIDATE,Transit
5.292627,3.1755762000000005,1000.0,10.98,10.0,CANDIDATE,Transit
5.292605,3.1755630000000004,1000.0,9.9778729,10.0,CANDIDATE,Transit
0.515013,0.30900780000000005,1000.0,26.1,10.0,CANDIDATE,Transit
0.5150196,0.30901176,1000.0,36.2,10.0,CANDIDATE,Transit
26.4837,15.89022,1000.0,1.98,10.0,CANDIDATE,Transit
2.08807,1.2528420000000002,1000.0,12.4,10.0,CANDIDATE,Transit
34.3797,20.62782,1000.0,118.0,10.0,CANDIDATE,Transit
15.6594,9.39564,1000.0,37.0,10.0,CANDIDATE,Transit
1.4095126,0.8457075599999999,1000.0,70.0,10.0,CANDIDATE,Transit
3.22513,1.9350780000000003,1000.0,2.33,10.0,CANDIDATE,Transit
4.9234,2.95404,1000.0,1.18,10.0,CANDIDATE,Transit
8.03216,4.819296,1000.0,2.42,10.0,CANDIDATE,Transit
17.093319,10.255991400000001,1000.0,17.7,10.0,CANDIDATE,Transit
17.093491,10.2560946,1000.0,32.5,10.0,CANDIDATE,Transit
50.693644,30.4161864,1000.0,8.68300668,10.0,CANDIDATE,Transit
50.69369,30.416214,1000.0,8.85,10.0,CANDIDATE,Transit
50.6939885,30.416393100000004,1000.0,8.48837,10.0,CANDIDATE,Transit
0.7988525,0.4793115,1000.0,4.00703,10.0,CANDIDATE,Transit
0.7988453,0.47930718000000005,1000.0,6.2,10.0,CANDIDATE,Transit
0.4378443,0.26270658,1000.0,41.0,10.0,CANDIDATE,Transit
13.26931,7.9615860000000005,1000.0,23.8,10.0,CANDIDATE,Transit
7.119856,4.2719136,1000.0,1.8797781,10.0,CANDIDATE,Transit
7.12113,4.272678,1000.0,1.99,10.0,CANDIDATE,Transit
8.904672,5.3428032000000005,1000.0,26.1,10.0,CANDIDATE,Transit
8.90003342005,5.340020052030001,1000.0,15.12617706,10.0,CANDIDATE,Transit
8.904519,5.342711400000001,1000.0,36.9,10.0,CANDIDATE,Transit
2.5048178,1.5028906800000001,1000.0,3.9467,10.0,CANDIDATE,Transit
2.504853,1.5029118000000001,1000.0,3.95,10.0,CANDIDATE,Transit
3.68047,2.208282,1000.0,1.11,10.0,CANDIDATE,Transit
3.68034,2.2082040000000003,1000.0,1.06218625,10.0,CANDIDATE,Transit
2.6017,1.56102,1000.0,1.47,10.0,CANDIDATE,Transit
15.960128,9.5760768,1000.0,19.5,10.0,CANDIDATE,Transit
16.9616,10.176960000000001,1000.0,2.7,10.0,CANDIDATE,Transit
0.7175747,0.43054482000000005,1000.0,28.1,10.0,CANDIDATE,Transit
5.1645,3.0987000000000005,1000.0,0.784,10.0,CANDIDATE,Transit
3.44795,2.06877,1000.0,0.97,10.0,CANDIDATE,Transit
0.5551606,0.33309636000000004,1000.0,11.4,10.0,CANDIDATE,Transit
6.26242,3.757452,1000.0,2.03,10.0,CANDIDATE,Transit
24.4131,14.647860000000001,1000.0,15.3,10.0,CANDIDATE,Transit
4.02748,2.416488,1000.0,1.24,10.0,CANDIDATE,Transit
10.55369,6.3322140000000005,1000.0,2.72,10.0,CANDIDATE,Transit
41.55209,24.931254000000003,1000.0,4.3,10.0,CANDIDATE,Transit
41.552934,24.9317604,1000.0,4.15834582,10.0,CANDIDATE,Transit
23.6088,14.16528,1000.0,3.43,10.0,CANDIDATE,Transit
23.607902,14.164741199999998,1000.0,3.11864589,10.0,CANDIDATE,Transit
23.610939,14.166563399999998,1000.0,3.0,10.0,CANDIDATE,Transit
21.98131,13.188786,1000.0,197.025,10.0,CANDIDATE,Transit
9.64954,5.7897240000000005,1000.0,2.74,10.0,CANDIDATE,Transit
6.5534,3.93204,1000.0,1.11,10.0,CANDIDATE,Transit
0.6719977,0.40319862000000006,1000.0,25.2,10.0,CANDIDATE,Transit
4.4358,2.6614800000000005,1000.0,1.3,10.0,CANDIDATE,Transit
4.435717,2.6614302000000003,1000.0,1.32476068,10.0,CANDIDATE,Transit
3.31347,1.9880820000000003,1000.0,3.8,10.0,CANDIDATE,Transit
1.72767,1.036602,1000.0,21.3,10.0,CANDIDATE,Transit
4.69942,2.819652,1000.0,2.5,10.0,CANDIDATE,Transit
4.7535,2.8521,1000.0,1.5147,10.0,FALSE POSITIVE,Transit
12.7256,7.63536,1000.0,2.16,10.0,CANDIDATE,Transit
45.4939,27.29634,1000.0,7.17,10.0,CANDIDATE,Transit
12.092199,7.255319400000001,1000.0,5.84432297,10.0,CANDIDATE,Transit
12.09259,7.255554,1000.0,14.7,10.0,CANDIDATE,Transit
12.092216,7.255329600000001,1000.0,4.7,10.0,CANDIDATE,Transit
10.7946,6.4767600000000005,1000.0,2.34,10.0,CANDIDATE,Transit
4.06643,2.4398580000000005,1000.0,1.22,10.0,CANDIDATE,Transit
57.8396,34.70376,1000.0,9.8,10.0,CANDIDATE,Transit
4.49161,2.694966,1000.0,2.01,10.0,CANDIDATE,Transit
19.4989,11.69934,1000.0,2.32,10.0,CANDIDATE,Transit
19.496649,11.6979894,1000.0,2.21599278,10.0,CANDIDATE,Transit
3.78177,2.269062,1000.0,1.81,10.0,CANDIDATE,Transit
9.073266,5.4439596,1000.0,23.32,10.0,CANDIDATE,Transit
2.010607,1.2063641999999999,1000.0,1.28,10.0,CANDIDATE,Transit
13.6094,8.165640000000002,1000.0,2.44,10.0,CANDIDATE,Transit
5.23587,3.141522,1000.0,4.86,10.0,CANDIDATE,Transit
5.235714,3.1414284,1000.0,4.3,10.0,CANDIDATE,Transit
2.43807,1.4628420000000002,1000.0,2.15,10.0,CANDIDATE,Transit
6.80111,4.080666000000001,1000.0,1.96,10.0,CANDIDATE,Transit
0.36432247904,0.218593487424,1000.0,6.95273914,10.0,CANDIDATE,Transit
0.728639,0.43718340000000006,1000.0,17.2,10.0,CANDIDATE,Transit
17.1057,10.26342,1000.0,5.91,10.0,CANDIDATE,Transit
7.30383,4.3822980000000005,1000.0,2.18,10.0,CANDIDATE,Transit
7.3274,4.39644,1000.0,2.1225,10.0,FALSE POSITIVE,Transit
4.684559,2.8107354000000004,1000.0,4.757,10.0,CANDIDATE,Transit
57.8415,34.7049,1000.0,6.13,10.0,CANDIDATE,Transit
0.762406,0.45744360000000006,1000.0,0.99,10.0,CONFIRMED,Transit
9.4538,5.67228,1000.0,1.91,10.0,CANDIDATE,Transit
7.51114,4.506684,1000.0,2.98,10.0,CANDIDATE,Transit
10.4347,6.260819999999999,1000.0,1.69,10.0,CANDIDATE,Transit
15.246593,9.147955800000002,1000.0,78.0,10.0,CANDIDATE,Transit
0.70531,0.42318599999999995,1000.0,1.6,10.0,CONFIRMED,Transit
0.70531,0.42318599999999995,1000.0,1.48,10.0,CONFIRMED,Transit
0.705386,0.42323159999999993,1000.0,1.73,10.0,CONFIRMED,Transit
4.284523,2.5707138,1000.0,1.30280156,10.0,CANDIDATE,Transit
4.28446,2.570676,1000.0,1.98,10.0,CANDIDATE,Transit
4.28475,2.57085,1000.0,1.2,10.0,CANDIDATE,Transit
6.53046,3.918276,1000.0,3.36,10.0,CANDIDATE,Transit
14.753,8.8518,1000.0,3.0,10.0,CANDIDATE,Transit
21.77635,13.065809999999999,1000.0,37.0,10.0,CANDIDATE,Transit
21.776971,13.066182600000001,1000.0,19.9,10.0,CANDIDATE,Transit
8.78627,5.271762000000001,1000.0,3.16,10.0,CANDIDATE,Transit
57.1050077,34.263004620000004,1000.0,5.93946,10.0,CANDIDATE,Transit
57.10412,34.262472,1000.0,5.61,10.0,CANDIDATE,Transit
20.21535,12.12921,1000.0,2.61,10.0,CANDIDATE,Transit
39.3266,23.59596,1000.0,3.57,10.0,CANDIDATE,Transit
7.64514,4.587084,1000.0,6.5,10.0,CANDIDATE,Transit
46.47688,27.886128000000003,1000.0,62.0,10.0,CANDIDATE,Transit
6.73511,4.041066,1000.0,3.9,10.0,CANDIDATE,Transit
15.1563,9.09378,1000.0,3.01,10.0,CANDIDATE,Transit
13.26773,7.960638000000001,1000.0,4.04,10.0,CANDIDATE,Transit
7.14238,4.2854280000000005,1000.0,1.75,10.0,CANDIDATE,Transit
2.653275,1.591965,1000.0,118.0,10.0,CANDIDATE,Transit
2.65323,1.5919380000000003,1000.0,62.27721531,10.0,CANDIDATE,Transit
40.938,24.562800000000003,1000.0,3.57,10.0,CANDIDATE,Transit
29.435233,17.6611398,1000.0,2.91662791,10.0,CANDIDATE,Transit
10.22657,6.135942000000001,1000.0,2.71,10.0,CANDIDATE,Transit
3.91764,2.350584,1000.0,2.94,10.0,CANDIDATE,Transit
6.4063,3.84378,1000.0,0.888,10.0,CANDIDATE,Transit
31.9761,19.18566,1000.0,3.92,10.0,CANDIDATE,Transit
0.571336,0.3428016,1000.0,1.8,10.0,CONFIRMED,Transit
0.571308,0.34278480000000006,1000.0,1.46,10.0,CONFIRMED,Transit
0.5713127,0.34278762,1000.0,1.676,10.0,CONFIRMED,Transit
0.571285,0.34277100000000005,1000.0,1.816,10.0,CONFIRMED,Transit
0.571282,0.3427692,1000.0,1.87,10.0,CONFIRMED,Transit
0.571,0.3426,1000.0,1.712,10.0,CONFIRMED,Transit
0.571336,0.3428016,1000.0,1.82,10.0,CONFIRMED,Transit
0.571292,0.34277520000000006,1000.0,1.52,10.0,CONFIRMED,Transit
0.571212,0.34272720000000007,1000.0,1.6,10.0,CONFIRMED,Transit
0.571299,0.3427794,1000.0,1.66855539,10.0,CONFIRMED,Transit
0.571331,0.34279860000000006,1000.0,1.82,10.0,CONFIRMED,Transit
0.571292,0.34277520000000006,1000.0,1.725,10.0,CONFIRMED,Transit
13.33877,8.003262000000001,1000.0,3.79,10.0,CONFIRMED,Transit
13.339746,8.0038476,1000.0,2.70490157,10.0,CONFIRMED,Transit
13.339079,8.0034474,1000.0,2.73,10.0,CONFIRMED,Transit
13.341245,8.004747000000002,1000.0,2.53,10.0,CONFIRMED,Transit
13.338687,8.0032122,1000.0,2.8,10.0,CONFIRMED,Transit
13.3387,8.00322,1000.0,2.77,10.0,CONFIRMED,Transit
13.33989,8.003934000000001,1000.0,2.84,10.0,CONFIRMED,Transit
13.334615,8.000769,1000.0,2.2,10.0,CONFIRMED,Transit
13.3397,8.003820000000001,1000.0,2.5,10.0,CONFIRMED,Transit
13.33918,8.003508,1000.0,3.01,10.0,CONFIRMED,Transit
13.3397,8.003820000000001,1000.0,2.836,10.0,CONFIRMED,Transit
8.1344,4.88064,1000.0,2.36,10.0,CANDIDATE,Transit
8.133218,4.8799308,1000.0,2.05114626,10.0,CANDIDATE,Transit
17.78804,10.672824,1000.0,2.78,10.0,CANDIDATE,Transit
2.52894,1.5173640000000002,1000.0,1.44,10.0,CANDIDATE,Transit
2.311162,1.3866972,1000.0,51.6,10.0,CANDIDATE,Transit
3.128977,1.8773862000000001,1000.0,1.282,10.0,CANDIDATE,Transit
15.35092,9.210552,1000.0,16.31,10.0,CANDIDATE,Transit
15.32811688418,9.196870130508,1000.0,16.40718966,10.0,CANDIDATE,Transit
15.78157905706,9.468947434236,1000.0,11.76767971,10.0,CANDIDATE,Transit
15.78132,9.468792,1000.0,10.87,10.0,CANDIDATE,Transit
5.20256,3.1215360000000003,1000.0,3.58,10.0,CANDIDATE,Transit
