koi_period,koi_duration,koi_depth,koi_prad,koi_snr,koi_disposition,mission
31.8132264,11.2567164,11479.375547,21.6314984,10.0,CANDIDATE,TESS
3.3088922,6.114,4736.0,24.9862,10.0,CONFIRMED,TESS
25.0571312,7.5424225,533.486013,3.2396838,10.0,CONFIRMED,TESS
24.2454967,3.3725583,6260.6703602,3.878568,10.0,CONFIRMED,TESS
14.2545623,4.7250029,7899.6939555,10.7048234,10.0,CONFIRMED,TESS
14.1758947,3.7543827,907.1324529,2.6231641,10.0,CONFIRMED,TESS
19.5901578,4.002861,1182.6678641,3.0026428,10.0,CONFIRMED,TESS
6.2036219,3.01098,548.9044399,2.056748,10.0,CONFIRMED,TESS
3.79589,2.4602856,317.5272928,1.553135,10.0,CONFIRMED,TESS
2.2645386,3.8193701,15019.9420903,5.1936764,10.0,FALSE POSITIVE,TESS
3.4447015,1.912,796.0,2.00495,10.0,CONFIRMED,TESS
3.0300715,2.5466671,21794.6136956,12.7529892,10.0,CANDIDATE,TESS
12.72038,2.401,1070.0,4.96046,10.0,CANDIDATE,TESS
6.238755,3.6178567,373.5681138,2.9728283,10.0,CANDIDATE,TESS
3.2947689,1.7483103,1324.0402774,2.5248559,10.0,CONFIRMED,TESS
0.7645807,1.07057,394.9832006,1.2407226,10.0,CONFIRMED,TESS
12.6396982,3.3830702,3292.6812864,4.6025162,10.0,CONFIRMED,TESS
1.8428078,1.449,1950.0,21.2705,10.0,CANDIDATE,TESS
1.7208555,1.8346409,10014.2587401,13.4646314,10.0,CANDIDATE,TESS
4.7802597,1.4588658,1015.4550043,7.6126429,10.0,CONFIRMED,TESS
0.3814849,0.565,570.0,2.0605,10.0,CONFIRMED,TESS
4.6595169,0.9011821,1725.1706259,2.1961507,10.0,CONFIRMED,TESS
6.4002807,2.1559875,1026.6018729,2.2730301,10.0,CONFIRMED,TESS
4.8204512,1.756,1930.0,2.36747,10.0,CONFIRMED,TESS
18.6548829,5.4431451,1495.4449473,4.3869878,10.0,CONFIRMED,TESS
4.3074513,2.3379196,1094.8419495,3.2819879,10.0,CONFIRMED,TESS
5.9041278,2.7678313,773.9266468,2.4489454,10.0,CONFIRMED,TESS
37.9251983,3.5345219,1370.7888539,3.241643,10.0,CONFIRMED,TESS
15.9234883,4.021,493.0,2.18203,10.0,CONFIRMED,TESS
4.3601536,2.3408909,5592.2909183,6.9564258,10.0,CONFIRMED,TESS
13.0791581,2.97,1143.0,3.25485,10.0,CONFIRMED,TESS
4.6517186,2.709,978.0,2.66889,10.0,CONFIRMED,TESS
9.1549418,2.457,1101.0,2.62011,10.0,CONFIRMED,TESS
19.9815709,2.724,909.0,2.54717,10.0,CONFIRMED,TESS
5.9630544,2.951,11000.0,10.0859,10.0,CANDIDATE,TESS
1.1219715,0.8226121,3997.6445916,3.9968417,10.0,CONFIRMED,TESS
4.6756655,1.914,738.0,4.03134,10.0,FALSE POSITIVE,TESS
1.0180114,1.1353639,2618.9492168,6.5875997,10.0,CANDIDATE,TESS
10.288886,1.391,854.0,2.63881,10.0,CONFIRMED,TESS
1.0332441,3.8017836,26111.5081972,4.087988,10.0,FALSE POSITIVE,TESS
5.4526479,3.401,7750.0,14.5502,10.0,CANDIDATE,TESS
10.2613397,4.855,726.0,3.60391,10.0,CONFIRMED,TESS
3.4779776,2.5103489,27021.6932424,12.5541925,10.0,CONFIRMED,TESS
3.0354017,2.8809533,16196.2158157,14.1334903,10.0,CANDIDATE,TESS
3.1274634,1.9812695,1331.83693,2.5802896,10.0,CONFIRMED,TESS
7.4931613,1.9339295,1650.6470497,2.7733674,10.0,CONFIRMED,TESS
49.825166,3.8714976,2059.4069037,3.8319135,10.0,CONFIRMED,TESS
18.0574016,3.592177,1198.0572128,3.8092663,10.0,CONFIRMED,TESS
20.8774413,3.562,771.0,2.16145,10.0,CONFIRMED,TESS
1.0214555,1.252,319.0,1.46266,10.0,CONFIRMED,TESS
2.7441672,1.418,5650.0,7.84317,10.0,CONFIRMED,TESS
2.2047452,3.996,6872.0,17.9781,10.0,CANDIDATE,TESS
10.8948421,2.0719394,3168.3853584,2.4691414,10.0,CONFIRMED,TESS
18.8016111,1.9093524,1686.7881033,1.9112282,10.0,CONFIRMED,TESS
6.7900981,6.0786576,2158.1733568,9.7548481,10.0,CANDIDATE,TESS
8.157721,3.788,10273.0,9.31888,10.0,CONFIRMED,TESS
4.2529641,2.5733867,758.584999,2.3483383,10.0,CONFIRMED,TESS
9.2378703,2.535,660.0,2.22995,10.0,CONFIRMED,TESS
3.7955178,2.0198135,52278.9940979,10.3261619,10.0,CONFIRMED,TESS
14.3034613,3.135,48840.0,18.4949,10.0,FALSE POSITIVE,TESS
6.1349783,5.661,3860.0,13.1383,10.0,CANDIDATE,TESS
3.3159772,1.494,2770.0,4.5947,10.0,CONFIRMED,TESS
4.6313014,1.435,4860.0,9.34848,10.0,CONFIRMED,TESS
19.3203478,4.215,13910.0,9.38964,10.0,CONFIRMED,TESS
14.8559691,3.711,1127.0,2.72638,10.0,CONFIRMED,TESS
14.4751062,1.6182484,9618.5798534,8.6976173,10.0,CONFIRMED,TESS
9.6141636,3.4271882,933.6532689,3.2264735,10.0,CONFIRMED,TESS
4.9404714,1.954,455.0,2.3216,10.0,CONFIRMED,TESS
9.6926392,3.0182304,1838.2370548,3.289074,10.0,CONFIRMED,TESS
6.390888,3.766,435.0,2.47201,10.0,CONFIRMED,TESS
0.9689927,2.5496309,13532.9710157,17.1331258,10.0,CANDIDATE,TESS
10.338505,4.242,18162.0,11.8729,10.0,CANDIDATE,TESS
1.283251,2.012261,1961.318203,2.558112,10.0,FALSE POSITIVE,TESS
1.2284388,1.9190118,1229.4965125,1.866263,10.0,FALSE POSITIVE,TESS
0.6166953,0.712,1089.0,10.4852,10.0,CANDIDATE,TESS
9.6001126,4.9882857,380.4193796,2.4070295,10.0,CONFIRMED,TESS
2.6998294,2.208,2798.0,4.94551,10.0,CONFIRMED,TESS
0.581322,1.3261177,3206.6010016,2.2014886,10.0,FALSE POSITIVE,TESS
0.980972,0.5405036,6178.392421,5.9162923,10.0,CONFIRMED,TESS
5.3987355,3.127,352.0,2.25345,10.0,CANDIDATE,TESS
7.16199,7.668,800.0,5.05452,10.0,CONFIRMED,TESS
1.4412175,1.666,12927.0,17.0442,10.0,FALSE POSITIVE,TESS
1.6849938,0.916,990.0,3.76716,10.0,CONFIRMED,TESS
3.9152737,2.562,3350.0,9.43435,10.0,CONFIRMED,TESS
3.1968838,3.7533697,7958.980656,14.9685779,10.0,CONFIRMED,TESS
3.9443668,4.8652146,6732.488454,14.5727196,10.0,CONFIRMED,TESS
3.93034,3.667,9724.58,14.8838,10.0,FALSE POSITIVE,TESS
4.5371361,4.042155,4199.7558754,9.8153513,10.0,CONFIRMED,TESS
14.3392144,4.6064739,392.6346872,2.2963233,10.0,CONFIRMED,TESS
2.8716983,4.668,8568.0,18.1267,10.0,CANDIDATE,TESS
6.0964074,2.3632965,1142.4891745,2.5856853,10.0,CONFIRMED,TESS
5.6666168,3.604,9780.0,14.8589,10.0,CONFIRMED,TESS
1.56029,2.751,1690.0,18.4825,10.0,FALSE POSITIVE,TESS
8.8735214,4.059,1949.0,6.0401,10.0,FALSE POSITIVE,TESS
7.6869063,4.652,4500.0,23.7824,10.0,FALSE POSITIVE,TESS
1.3797091,2.352,1320.0,22.2329,10.0,FALSE POSITIVE,TESS
6.2407826,1.513,6114.0,16.0959,10.0,CANDIDATE,TESS
2.6796,2.771,7590.0,11.8862,10.0,FALSE POSITIVE,TESS
6.1406417,2.3525428,9437.1831553,26.5174686,10.0,CANDIDATE,TESS
11.0765063,4.692,4400.0,12.8076,10.0,FALSE POSITIVE,TESS
0.6193401,1.514,1853.0,8.84136,10.0,FALSE POSITIVE,TESS
2.6400663,3.368,1328.0,18.2671,10.0,FALSE POSITIVE,TESS
2.5778717,3.472,1010.0,18.687,10.0,FALSE POSITIVE,TESS
3.80509,3.347,1280.0,8.57193,10.0,FALSE POSITIVE,TESS
2.99041,3.952,1290.0,24.2511,10.0,FALSE POSITIVE,TESS
0.890967,1.784,1100.0,2.89678,10.0,FALSE POSITIVE,TESS
2.1096805,2.1344043,1309.7297126,3.6396725,10.0,CONFIRMED,TESS
1.19888,1.558,1169.03,20.5525,10.0,FALSE POSITIVE,TESS
2.03905,2.26,430.0,6.42307,10.0,FALSE POSITIVE,TESS
2.9424142,4.073,1400.0,9.70968,10.0,FALSE POSITIVE,TESS
1.0793011,2.196,1562.0,3.31116,10.0,FALSE POSITIVE,TESS
3.9392211,2.379,1468.0,27.6744,10.0,CANDIDATE,TESS
4.0157492,2.706,1150.0,6.47219,10.0,FALSE POSITIVE,TESS
2.01976,3.394,3963.85,7.3626,10.0,FALSE POSITIVE,TESS
8.1995368,2.1168277,903.3694431,1.9226211,10.0,CONFIRMED,TESS
2.65646,2.475,773.369,12.1711,10.0,FALSE POSITIVE,TESS
4.7201912,4.416,6710.0,15.2105,10.0,CONFIRMED,TESS
4.03349,2.684,1530.0,23.4514,10.0,FALSE POSITIVE,TESS
3.3295394,2.77,2620.0,14.3988,10.0,FALSE POSITIVE,TESS
3.8615978,1.678,1020.0,13.8394,10.0,FALSE POSITIVE,TESS
3.3448312,3.322,13626.0,21.2012,10.0,CANDIDATE,TESS
95.174,11.6316864,2600.061605,7.8498891,10.0,CONFIRMED,TESS
8.8803281,2.71,1238.0,3.20594,10.0,CONFIRMED,TESS
28.580474,4.5139977,1081.396943,3.1455035,10.0,CONFIRMED,TESS
38.3511223,5.9120193,1029.0917261,3.2843583,10.0,CONFIRMED,TESS
1.4015183,1.1583061,593.7540922,1.4616853,10.0,CONFIRMED,TESS
