koi_period,koi_duration,koi_depth,koi_prad,koi_snr,koi_disposition
82.5341188,4.8556,1895.4,2.45,40.1,CONFIRMED
20.16037858,4.13,343.6,1.75,35.1,CONFIRMED
10.99470891,1.5929,884.7,1.71,32.7,CONFIRMED
1.194812329,1.3777,189.5,1.36,41.2,FALSE POSITIVE
10.84969477,3.474,1122.1,2.67,43.5,CONFIRMED
12.18420006,2.5014,499.3,2.59,23.3,CONFIRMED
3.76417012,2.0111,558.4,1.7,27.2,CONFIRMED
5.92972237,2.518,412.1,1.92,8.9,CONFIRMED
12.2476121,3.209,402.7,1.9,6.8,CONFIRMED
13.59051547,3.784,621.9,2.4,27.7,CONFIRMED
46.8776724,10.041,539.8,2.62,37.5,CONFIRMED
89.1935737,4.0104,868.3,3.81,43.5,CONFIRMED
13.09390911,2.2805,398.7,2.2,62.2,CONFIRMED
4.915385452,2.7757,225.5,1.46,65.6,CONFIRMED
9.76785911,2.1649,585.4,2.54,54.1,CONFIRMED
40.80957343,3.158,436.1,3.44,39.3,CONFIRMED
22.08551599,2.1727,3157.4,3.34,48.5,CONFIRMED
1.151166776,1.0907,578.4,1.28,83.7,CONFIRMED
8.3606759,6.287,194.8,1.49,17.7,FALSE POSITIVE
62.1385979,4.2938,886.3,5.14,36.1,CONFIRMED
17.1181036,1.29,167.7,1.22,6.1,CANDIDATE
8.29482811,2.7437,559.5,2.76,38.1,CANDIDATE
26.635216,5.949,1492.8,27.64,30.6,FALSE POSITIVE
17.84850835,5.8919,391.2,3.29,43.5,CONFIRMED
26.1363443,6.613,362.2,2.8,38.1,CONFIRMED
11.1895709,5.3,143.3,1.81,19.9,CONFIRMED
2.757977384,2.1489,211.0,1.69,22.5,CONFIRMED
14.80075082,5.762,501.4,17.38,54.0,CONFIRMED
3.126861192,1.1926,794.6,5.12,94.6,CONFIRMED
10.240611361,0.9617,2958.0,3.9,72.0,CANDIDATE
16.87725775,3.7917,818.4,2.54,43.1,CONFIRMED
12.05705659,2.3462,523.9,1.96,20.8,CONFIRMED
28.26727385,4.5839,1160.2,2.93,42.1,CONFIRMED
3.770590654,2.029,314.4,2.13,37.1,CONFIRMED
2.7073064,3.4378,69.5,1.36,31.7,CONFIRMED
23.11707222,3.9948,2407.5,4.37,61.2,CANDIDATE
4.77502117,1.7087,451.4,1.73,16.7,CANDIDATE
66.4159789,7.061,2053.2,3.44,33.6,CONFIRMED
8.0103929,4.2713,294.1,1.88,34.6,CONFIRMED
27.6666375,6.315,324.0,2.04,24.4,CONFIRMED
5.19559398,3.748,116.0,1.18,16.0,CONFIRMED
57.2488518,6.083,1455.6,3.19,29.8,CONFIRMED
37.0551726,5.439,1028.8,3.19,23.2,CONFIRMED
16.33269981,2.174,300.4,1.61,17.5,CONFIRMED
10.05550267,2.951,147.7,0.92,13.6,CONFIRMED
9.30413878,1.9254,637.3,1.67,24.2,CONFIRMED
4.33722007,2.4973,358.5,1.63,47.9,CONFIRMED
1.653889476,1.7242,124.4,0.97,22.3,CONFIRMED
3.553831111,3.1029,191.8,1.62,77.4,CONFIRMED
1.6783263,2.5123,146.3,1.57,76.1,CONFIRMED
5.65378163,1.9483,366.8,1.82,37.8,CONFIRMED
5.99185827,1.7215,186.3,2.75,32.1,CONFIRMED
120.0183551,11.637,886.0,4.54,46.1,CONFIRMED
14.30517579,4.535,863.4,3.05,37.5,CONFIRMED
9.18189122,4.343,363.6,2.17,18.2,CONFIRMED
2.64622742,1.407,155.5,0.99,8.4,CANDIDATE
2.935362067,1.5043,1052.6,3.15,38.0,CONFIRMED
13.53953595,4.389,134.2,2.32,21.8,CONFIRMED
22.7082375,3.503,298.8,1.72,22.0,CONFIRMED
7.97033985,2.6675,490.8,1.81,23.5,CONFIRMED
5.33459393,2.642,226.3,0.79,14.7,FALSE POSITIVE
8.49640437,2.2128,834.0,2.14,21.8,CONFIRMED
66.1843646,5.155,560.5,2.72,21.3,CONFIRMED
2.032318856,1.1596,287.5,1.12,20.4,CONFIRMED
3.62275506,2.7868,180.6,1.62,22.3,CONFIRMED
2.892216772,1.3596,360.5,1.31,23.9,CONFIRMED
2.543063763,2.8473,152.0,1.26,26.5,CONFIRMED
3.177414601,1.5262,1134.3,2.65,113.7,CONFIRMED
2.168451063,1.458,466.9,2.41,45.5,CONFIRMED
37.8154157,4.662,286.4,1.21,22.4,CONFIRMED
53.5783052,5.194,224.9,1.16,15.4,CONFIRMED
6.69332825,2.311,781.8,2.44,23.4,CANDIDATE
33.1362861,4.163,825.2,2.05,16.3,CONFIRMED
7.72513619,2.042,382.2,1.71,10.5,CONFIRMED
10.71253475,2.7186,1198.6,2.02,31.2,CONFIRMED
32.5635249,5.418,578.3,2.05,24.1,CONFIRMED
12.19140405,1.8832,665.8,2.46,19.4,CONFIRMED
6.11784972,3.458,60.5,1.05,25.8,CONFIRMED
3.97599629,2.2029,206.0,1.11,27.3,CONFIRMED
7.68478504,2.447,274.1,1.47,21.4,CONFIRMED
0.990516282,2.019,101.6,3.52,20.4,FALSE POSITIVE
15.0447098,5.823,97.9,1.51,23.4,CONFIRMED
29.0726293,2.516,439.6,2.32,20.9,CANDIDATE
1.118547814,1.5534,234.8,0.98,21.7,CONFIRMED
6.42199919,2.6192,161.6,1.25,25.4,CONFIRMED
9.75374033,2.348,430.8,1.87,18.9,CONFIRMED
81.3153052,5.807,715.5,2.55,20.7,CONFIRMED
51.3283527,9.357,692.3,3.06,34.7,CONFIRMED
19.7919389,3.787,383.7,2.58,22.8,CONFIRMED
26.8475962,10.068,254.1,3.2,39.2,CONFIRMED
62.8917493,6.831,791.0,2.5,22.6,CONFIRMED
14.87149773,2.4076,944.9,1.59,27.3,CONFIRMED
2.732767897,1.1102,613.1,1.42,27.0,CONFIRMED
9.61375316,4.654,797.9,3.27,108.6,CONFIRMED
6.6254781,2.358,122.0,0.9,2.7,CANDIDATE
29.9685917,6.678,309.5,1.91,26.5,CONFIRMED
33.2407985,4.675,341.9,1.51,20.4,CONFIRMED
2.97600846,4.274,103.2,2.27,25.9,FALSE POSITIVE
15.18727049,4.509,292.5,1.94,21.4,CONFIRMED
28.6853212,6.307,689.1,2.69,23.8,CONFIRMED
0.588001053,1.1451,297.4,0.99,50.9,CONFIRMED
85.7357202,7.625,747.7,2.94,20.8,CONFIRMED
1.078389713,1.3394,300.5,1.98,23.6,CONFIRMED
5.03728033,2.0619,76.3,1.55,20.9,CONFIRMED
3.289726319,2.3274,234.9,1.37,27.0,CONFIRMED
7.18644594,1.4972,402.0,2.19,23.8,CONFIRMED
15.94248453,3.4894,1093.7,2.62,34.3,CONFIRMED
41.0081117,4.376,1004.5,2.64,43.9,CONFIRMED
11.55562042,1.6758,441.5,2.11,22.7,CONFIRMED
12.2885046,2.807,342.1,3.22,12.0,CONFIRMED
17.13263125,3.0555,850.2,2.31,26.4,CONFIRMED
19.0231361,3.431,401.6,2.04,19.7,CONFIRMED
4.57948235,3.106,207.1,1.35,20.0,CONFIRMED
1.003931703,1.4361,491.1,1.6,25.2,CONFIRMED
0.614083885,0.9817,389.5,2.55,36.4,FALSE POSITIVE
55.8224775,5.457,879.6,2.13,23.7,CONFIRMED
1.34145255,7.502,26.6,1.31,31.2,CANDIDATE
6.11010439,2.314,59.7,0.93,11.8,CONFIRMED
4.286866229,4.4726,1321.9,4.14,167.3,CONFIRMED
10.27380957,3.252,352.8,1.68,19.2,CONFIRMED
13.39155154,3.391,48.9,1.58,24.5,CONFIRMED
5.62904396,3.7295,39.5,1.39,32.2,CONFIRMED
8.2562857,2.0378,37.3,1.49,18.2,CONFIRMED
12.33087921,3.0664,872.2,2.34,28.3,CONFIRMED
4.421566535,2.1229,684.0,2.19,31.9,CONFIRMED
15.72585941,3.8284,1313.1,2.69,32.7,CONFIRMED
1.252753881,2.1472,200.0,2.44,40.5,CONFIRMED
13.36019864,2.788,699.9,1.84,21.3,CONFIRMED
76.957056,9.551,367.1,2.09,26.5,CONFIRMED
14.97974335,4.126,1211.8,3.79,33.2,CANDIDATE
6.7445683,3.813,86.6,0.86,6.8,CANDIDATE
33.35859852,2.286,1825.9,4.44,32.2,CANDIDATE
8.84784273,2.0572,460.2,1.15,21.1,CONFIRMED
9.98970266,3.7,988.4,2.48,24.1,CONFIRMED
5.63252508,2.1448,634.4,2.04,70.9,CONFIRMED
1.442592305,2.9698,166.0,2.67,27.1,CONFIRMED
14.17222858,2.6297,246.8,2.39,24.5,CONFIRMED
4.92031063,4.046,81.0,1.18,17.7,CONFIRMED
56.4931698,8.704,411.9,4.43,31.8,CONFIRMED
13.82142084,3.985,765.2,2.2,75.3,CONFIRMED
2.30367952,3.0898,136.4,1.3,18.9,FALSE POSITIVE
5.78387049,1.3966,413.3,2.07,20.7,CONFIRMED
11.08507658,1.751,771.8,2.5,17.7,CONFIRMED
0.571038347,1.1267,242.1,1.65,38.2,CONFIRMED
8.77425786,2.2245,239.6,1.75,22.3,CONFIRMED
4.51005082,2.1533,294.8,1.74,21.5,CONFIRMED
37.6468519,6.344,427.4,5.37,31.0,CONFIRMED
29.4557841,3.451,533.8,2.19,26.6,CONFIRMED
2.361724472,1.2167,587.0,1.53,34.6,CONFIRMED
34.7630543,4.309,293.7,1.75,24.0,CONFIRMED
20.0545282,7.173,305.4,2.63,26.9,CONFIRMED
3.17059731,1.6686,325.4,1.69,20.1,CONFIRMED
27.0142622,5.385,287.6,2.0,25.5,CONFIRMED
12.50945798,3.479,155.3,1.54,16.0,CONFIRMED
26.0203329,4.965,1164.4,4.53,23.7,CONFIRMED
0.769854899,1.0243,109.6,0.93,28.7,CONFIRMED
6.89226333,2.4921,214.4,2.13,22.4,CONFIRMED
8.07127043,2.393,318.2,1.53,16.9,CONFIRMED
11.01819178,4.635,545.7,2.64,22.0,CONFIRMED
30.9505927,5.394,301.4,1.51,23.2,CONFIRMED
6.3143447,2.796,191.4,1.34,6.4,CANDIDATE
78.7327023,5.041,495.8,7.76,19.1,CANDIDATE
3.979867514,2.3607,907.6,26.5,65.2,FALSE POSITIVE
42.3375799,4.924,354.8,1.45,18.1,CANDIDATE
23.3593589,5.389,570.1,2.98,25.9,CONFIRMED
9.69310837,2.734,1130.7,2.12,30.4,CONFIRMED
24.2598301,3.897,1540.3,25.42,26.3,FALSE POSITIVE
116.5214317,5.577,771.5,44.41,25.0,FALSE POSITIVE
0.813166357,1.4122,173.5,1.14,34.8,CONFIRMED
10.86062378,2.2874,189.6,2.09,20.7,CONFIRMED
24.08632177,2.236,1041.7,2.78,18.0,CONFIRMED
1.834277283,1.7499,286.5,1.64,24.8,CANDIDATE
17.40208965,3.745,616.5,16.37,20.9,FALSE POSITIVE
37.9456138,4.093,1032.9,2.79,24.0,CONFIRMED
5.77675928,6.789,3522.5,32.77,141.4,FALSE POSITIVE
24.1738244,3.056,532.6,2.21,21.5,CONFIRMED
5.186737262,0.8023,712.7,2.4,25.7,CONFIRMED
1.151244686,1.272,269.6,40.32,32.6,CANDIDATE
1.217000383,1.3285,459.8,1.58,26.5,CONFIRMED
13.6823798,4.153,179.6,1.43,17.0,CONFIRMED
2.42088277,2.812,223.3,2.27,20.7,CANDIDATE
8.79618433,3.3781,286.3,1.77,27.0,CONFIRMED
16.85592593,2.309,871.5,1.7,19.5,CONFIRMED
14.36270451,4.564,349.4,2.31,26.8,CONFIRMED
69.8956789,5.276,548.4,3.04,21.9,CONFIRMED
6.24667547,11.261,396.8,14.93,63.6,CONFIRMED
2.344512589,1.4116,58.9,0.97,21.9,CONFIRMED
5.766165573,3.8314,364.8,2.27,65.6,CONFIRMED
18.3027235,8.262,186.7,2.72,24.7,CONFIRMED
2.888904439,1.6043,402.2,1.68,23.7,CONFIRMED
17.14648756,4.2354,440.3,3.64,28.3,CONFIRMED
16.09227518,2.1072,128.5,0.98,18.1,CONFIRMED
38.103908,3.837,961.1,4.08,20.3,CANDIDATE
62.7843981,4.81,325.0,2.28,21.1,CONFIRMED
91.500873,4.842,704.8,1.82,22.6,CONFIRMED
44.2993483,4.298,797.9,2.68,23.2,CONFIRMED
3.13877646,1.6663,174.1,0.97,20.2,CONFIRMED
5.24242029,6.413,334.9,3.86,20.1,CANDIDATE
35.9682692,2.839,269.7,2.95,21.0,CONFIRMED
25.3690868,4.746,110.1,1.67,21.6,CONFIRMED
6.89213244,1.725,82.0,1.35,17.3,CONFIRMED
42.3006282,4.372,507.9,2.54,23.8,CONFIRMED
55.1866213,9.133,375.5,2.47,36.2,CONFIRMED
1.728528176,3.682,197.6,5.07,26.2,FALSE POSITIVE
14.97436238,2.4461,265.4,1.28,24.9,CONFIRMED
3.97076603,1.814,349.2,1.6,23.9,CONFIRMED
2.352273912,1.7389,318.6,1.29,20.4,CONFIRMED
23.34036251,2.054,615.1,2.21,18.2,CONFIRMED
37.8034121,4.641,678.1,2.95,20.2,CANDIDATE
15.03366411,3.272,374.9,1.7,22.2,CONFIRMED
131.485184,5.294,557.8,3.03,19.4,CANDIDATE
16.2908527,3.176,44.1,0.52,14.5,CANDIDATE
106.247882,13.78,397.4,2.01,24.0,CONFIRMED
8.508333104,3.4559,646.5,2.6,93.4,CONFIRMED
12.94123564,4.636,328.8,1.7,22.1,CONFIRMED
5.349791,4.279,88.8,1.29,23.3,CONFIRMED
5.26211833,3.244,194.5,1.95,20.3,CONFIRMED
12.1628195,2.3161,306.3,3.14,15.2,CONFIRMED
23.5541012,7.3,95.2,2.33,29.9,CONFIRMED
41.6977582,5.513,684.8,2.26,27.7,CONFIRMED
4.79029482,2.7219,142.0,1.01,23.1,CONFIRMED
38.6715843,5.532,599.3,2.45,25.2,CONFIRMED
8.32651854,5.483,267.9,1.8,27.2,CONFIRMED
5.53533152,2.793,260.6,1.75,27.5,CONFIRMED
16.7261969,2.708,194.9,1.56,11.6,CONFIRMED
21.58752788,4.4968,336.8,2.18,34.0,CONFIRMED
3.757294695,0.9269,273.3,1.23,23.4,CONFIRMED
3.2828024,3.2532,142.5,1.79,24.4,CONFIRMED
4.64495172,3.366,147.4,1.38,19.8,CONFIRMED
16.6671415,3.526,175.0,0.7,17.9,CANDIDATE
16.48686712,1.431,987.9,27.45,22.1,CONFIRMED
2.685054445,1.0473,252.7,1.46,28.9,CONFIRMED
16.8600805,5.557,273.4,1.71,22.4,CONFIRMED
1.54320541,2.5779,91.2,1.23,35.2,CONFIRMED
49.5004725,5.772,965.2,2.49,27.8,CONFIRMED
6.47539108,2.7048,530.6,1.92,28.1,CONFIRMED
16.85825609,2.0728,759.6,2.51,21.8,CONFIRMED
2.949029106,2.0311,358.3,1.48,29.3,CONFIRMED
37.8658964,4.782,395.2,2.01,25.9,CONFIRMED
8.30865307,3.2747,836.1,2.42,74.3,CONFIRMED
11.93205399,6.205,178.5,1.83,32.3,CONFIRMED
7.54235832,4.73,132.5,1.59,25.8,CONFIRMED
5.02818253,3.526,181.3,2.03,26.1,CONFIRMED
1.897828815,2.7114,132.4,1.73,27.2,CONFIRMED
10.62788695,4.576,326.7,1.87,22.6,CONFIRMED
34.135676,9.12,622.0,13.98,8.6,CANDIDATE
1.104462494,1.0458,469.1,1.6,35.3,CONFIRMED
4.89336495,3.485,138.3,1.6,15.9,CONFIRMED
11.17392077,3.307,324.8,1.64,21.4,CONFIRMED
31.0325991,3.476,737.4,2.64,17.6,CONFIRMED
0.512407185,1.0579,329.2,1.03,46.1,FALSE POSITIVE
4.150297119,1.2058,593.4,3.03,24.2,FALSE POSITIVE
5.89661966,3.154,144.0,1.28,15.3,CONFIRMED
33.4178173,4.645,1166.8,3.13,28.4,CONFIRMED
2.053341891,2.596,65.5,1.44,23.2,CONFIRMED
56.7769831,6.864,884.3,3.21,33.6,CONFIRMED
18.78429232,3.1136,1009.5,2.14,23.8,CONFIRMED
3.61460279,3.227,64.8,1.14,14.9,CONFIRMED
13.15140223,5.439,97.8,1.87,25.5,CONFIRMED
18.5084526,6.596,758.9,29.33,30.1,CONFIRMED
7.47763833,2.5693,110.0,2.05,26.2,FALSE POSITIVE
42.1918331,7.083,488.7,2.35,25.7,CONFIRMED
3.73090026,2.9095,191.2,1.48,24.0,CONFIRMED
86.130534,3.321,285.2,1.47,3.7,CANDIDATE
2.787874175,2.0348,197.4,2.33,22.2,CONFIRMED
37.9962369,6.7751,403.7,2.39,37.8,CONFIRMED
8.46354384,1.4078,792.2,2.51,26.1,CANDIDATE
17.23232894,4.5568,509.8,2.79,64.1,CONFIRMED
28.5057217,6.324,755.8,2.55,20.8,CONFIRMED
53.5991459,6.811,523.1,2.49,23.1,CONFIRMED
16.4581861,1.9637,435.8,1.82,22.4,CONFIRMED
0.693842661,1.6197,49.3,0.83,28.9,CONFIRMED
83.4887405,6.21,955.4,2.95,24.7,CONFIRMED
34.0607677,2.471,818.9,2.96,20.5,CONFIRMED
6.2141496,10.141,183.4,4.27,53.4,CANDIDATE
31.5888979,3.438,360.6,2.59,27.3,CONFIRMED
59.9809868,7.588,282.4,2.81,25.2,CONFIRMED
25.7457957,7.073,140.3,1.73,19.3,CONFIRMED
11.92979348,6.152,709.3,2.43,27.8,CONFIRMED
17.65737838,3.509,2155.7,2.45,117.2,CANDIDATE
4.3394569,2.3652,337.4,2.11,31.6,CONFIRMED
2.852348262,0.7051,1402.9,1.66,33.3,CONFIRMED
65.6480892,5.746,588.7,3.93,22.0,CONFIRMED
14.83340944,3.927,783.0,2.54,19.1,CONFIRMED
0.987338654,2.591,26.5,0.98,25.0,FALSE POSITIVE
101.1323475,4.366,1502.9,3.87,25.7,CONFIRMED
1.811460943,5.065,428.5,2.83,83.9,FALSE POSITIVE
16.07673148,2.205,488.0,2.14,19.3,CONFIRMED
18.87058705,3.4701,588.0,2.67,28.5,CONFIRMED
22.1334224,2.049,654.6,1.76,16.3,CONFIRMED
17.1369408,6.416,362.1,2.05,25.4,CONFIRMED
26.6951944,4.576,132.6,1.4,13.4,CONFIRMED
7.72085047,1.8264,267.0,2.53,25.0,CONFIRMED
6.312508525,2.7455,1286.0,2.0,112.5,CONFIRMED
4.19577385,2.1557,874.2,3.02,23.3,CONFIRMED
7.1329472,4.368,145.0,1.64,27.2,CONFIRMED
8.91901228,4.141,180.6,1.84,29.6,CONFIRMED
4.5620407,2.8521,81.6,2.82,22.8,CONFIRMED
7.5966998,3.667,127.5,1.32,24.5,CANDIDATE
2.392630668,1.3705,101.5,1.33,20.5,FALSE POSITIVE
17.6700291,6.693,348.4,2.89,25.0,CONFIRMED
108.593113,7.989,338.2,1.68,24.3,CONFIRMED
19.9865916,4.391,648.0,4.22,21.8,CONFIRMED
12.12580644,3.289,327.5,2.5,14.0,CONFIRMED
76.421501,7.218,578.4,2.81,23.9,CONFIRMED
56.2590881,8.114,348.8,2.22,29.7,CONFIRMED
1.646801683,1.1966,284.2,0.86,25.2,CONFIRMED
3.78861833,2.808,143.4,1.23,18.2,CONFIRMED
10.45839865,3.154,306.8,1.25,18.6,CONFIRMED
21.1033014,2.059,192.5,1.56,21.3,CONFIRMED
95.6114617,7.489,487.4,2.37,21.6,CONFIRMED
1.204686597,0.823,233.2,1.55,10.8,CANDIDATE
11.8984948,3.015,130.9,1.69,15.9,CONFIRMED
23.1274171,4.901,157.3,1.44,20.9,CONFIRMED
5.132486123,1.4575,908.4,1.69,35.4,CONFIRMED
8.77997349,3.2201,755.7,2.12,32.7,CONFIRMED
57.6896212,5.118,1626.6,5.14,30.2,CONFIRMED
10.66489514,3.159,292.6,1.76,25.3,CONFIRMED
5.1233204,2.7466,286.2,1.65,25.1,CONFIRMED
61.6174528,3.816,1350.7,3.36,19.5,CONFIRMED
24.3398202,3.891,777.3,5.09,27.8,CONFIRMED
7.16520428,1.705,433.8,2.31,17.6,CONFIRMED
1.755843555,1.9425,386.0,1.94,25.1,CONFIRMED
5.18560081,4.054,252.6,2.34,27.6,CONFIRMED
33.4698571,4.749,370.7,2.45,23.2,CONFIRMED
11.89520436,3.433,184.3,1.33,22.3,CONFIRMED
1.025857984,0.8069,270.7,1.57,36.0,CONFIRMED
5.60013327,2.6508,329.2,1.73,22.8,CONFIRMED
25.2034128,4.515,697.1,2.42,22.3,CONFIRMED
1.615357809,1.1435,499.6,1.37,31.2,CONFIRMED
5.640676975,2.8354,1453.3,4.59,145.9,CONFIRMED
25.5638626,4.685,1124.9,4.0,31.6,CONFIRMED
6.78341325,3.5437,501.2,20.75,35.3,CANDIDATE
12.7945474,3.4197,816.7,1.6,54.1,CONFIRMED
42.4269647,5.907,632.4,3.44,26.0,CONFIRMED
1.434745129,1.862,200.7,1.5,28.4,CONFIRMED
6.95787,4.537,182.3,1.39,1.8,CANDIDATE
3.28192056,2.917,191.0,1.6,24.5,CONFIRMED
12.51610549,4.853,263.0,1.87,22.6,CONFIRMED
5.45298742,2.1328,86.0,0.92,21.0,CONFIRMED
3.26662733,2.056,59.9,0.68,18.6,CONFIRMED
4.45743267,2.3226,175.7,0.79,20.8,CONFIRMED
2.81814715,1.763,278.6,1.3,16.5,CONFIRMED
9.4907638,2.713,197.4,1.05,7.3,CANDIDATE
0.76196247,1.282,190.2,1.08,18.3,CANDIDATE
1.824649,4.2285,3218.5,5.31,184.3,FALSE POSITIVE
2.832647249,2.306,114.7,1.37,27.5,CONFIRMED
3.70063251,5.408,68.6,1.24,29.8,CONFIRMED
3.93083997,2.932,101.4,1.2,22.0,CONFIRMED
7.63008196,2.78,124.0,1.39,18.6,CONFIRMED
16.22378479,2.5462,262.3,1.51,20.6,CONFIRMED
9.76293284,3.064,553.2,1.94,23.6,CONFIRMED
58.601926,5.522,396.4,2.06,19.1,CONFIRMED
25.0823402,6.423,244.6,2.26,30.5,CONFIRMED
78.0998908,8.422,656.9,3.37,23.8,CONFIRMED
4.27103727,2.2759,180.4,1.22,24.6,CONFIRMED
4.27226421,2.113,48.9,0.64,13.7,CONFIRMED
2.19251903,1.845,18.1,0.37,6.6,CANDIDATE
3.53232429,2.765,224.2,1.43,12.8,CONFIRMED
15.03946326,5.1008,5237.7,12.36,181.6,FALSE POSITIVE
4.702495974,2.3421,4787.3,37.24,101.1,FALSE POSITIVE
10.44087398,3.743,821.5,3.41,22.2,CONFIRMED
39.7557642,1.958,621.8,13.72,10.2,CANDIDATE
10.27127527,3.029,343.5,0.94,17.5,CANDIDATE
12.5722897,4.765,86.5,1.09,12.4,CONFIRMED
40.8366307,4.956,264.8,1.5,18.7,CONFIRMED
11.7761073,2.829,281.3,1.31,15.1,FALSE POSITIVE
20.6180348,3.267,769.5,1.57,16.3,CONFIRMED
19.9401211,4.283,758.9,2.42,18.0,CONFIRMED
22.2420032,7.532,63.5,2.04,16.2,CONFIRMED
3.88148385,2.679,36.3,0.59,11.9,CONFIRMED
0.577369336,1.0852,400.4,1.42,68.3,CONFIRMED
11.96407399,4.526,784.2,3.21,22.9,CONFIRMED
2.493237866,2.644,259.2,9.48,20.7,FALSE POSITIVE
12.90467523,3.28,412.4,1.49,21.2,CONFIRMED
68.8861017,5.925,143.9,1.47,19.5,CONFIRMED
9.99115241,2.657,391.7,1.68,16.7,CONFIRMED
4.267961416,1.3427,127.4,1.42,24.6,CANDIDATE
36.292017,8.198,374.7,3.1,21.4,CONFIRMED
0.925589891,1.967,400.8,50.6,20.6,FALSE POSITIVE
17.25121397,2.0371,2054.8,2.64,68.6,CONFIRMED
1.867281146,7.495,701.1,31.18,58.5,FALSE POSITIVE
9.30991834,3.455,114.5,1.21,19.2,CONFIRMED
18.1209388,3.781,504.2,1.68,15.8,CANDIDATE
3.23941775,2.569,77.4,0.77,17.2,CONFIRMED
3.98864999,3.516,94.2,1.15,12.4,CANDIDATE
2.524017517,1.1968,303.0,1.5,19.8,CONFIRMED
25.1123362,7.922,398.8,2.22,11.8,CANDIDATE
2.121023807,0.3673,263.9,5.75,6.4,CANDIDATE
3.55557922,3.24,60.4,0.84,15.5,CANDIDATE
31.2012202,4.077,360.1,1.47,13.7,CONFIRMED
22.5968256,6.179,142.9,1.3,22.2,CONFIRMED
45.3486381,4.858,162.9,1.61,15.9,CONFIRMED
5.25419589,2.9878,461.8,2.12,26.1,CONFIRMED
5.90608902,2.409,340.7,1.77,9.3,CONFIRMED
13.81504449,2.3244,1032.6,1.91,46.7,CONFIRMED
12.4128518,4.298,108.1,1.5,19.4,CONFIRMED
3.92453009,3.691,463.5,1.82,25.3,CONFIRMED
11.60653061,2.194,771.7,1.88,17.8,CONFIRMED
2.66831274,2.4141,266.2,1.48,23.3,CONFIRMED
2.9322509,2.931,181.2,1.33,13.1,FALSE POSITIVE
23.4772553,6.735,141.4,1.34,17.6,CONFIRMED
66.5576728,10.532,214.2,4.96,21.3,CONFIRMED
2.01948607,5.248,275.4,2.15,27.9,FALSE POSITIVE
3.04468229,5.951,71.4,0.86,22.2,FALSE POSITIVE
15.05028313,1.848,615.2,2.46,13.4,FALSE POSITIVE
9.08233411,2.008,296.9,1.35,15.8,CONFIRMED
0.790539912,1.0567,277.3,1.24,31.5,FALSE POSITIVE
1.705782214,1.007,278.0,1.82,11.5,FALSE POSITIVE
0.532086296,4.023,495.8,16.99,85.2,FALSE POSITIVE
47.7052566,5.959,1161.5,2.89,22.8,CONFIRMED
6.238535444,3.5255,401.6,2.53,274.5,CONFIRMED
86.829519,7.464,751.0,1.68,15.1,CONFIRMED
9.95667035,3.534,586.8,3.41,16.8,CONFIRMED
10.41728722,4.125,210.4,1.64,20.3,CONFIRMED
0.984941669,1.9724,81.4,1.49,22.9,CONFIRMED
0.663085361,1.1522,322.7,1.6,35.3,CONFIRMED
19.1187425,6.805,217.5,2.33,20.5,CONFIRMED
1.08749101,1.6192,126.4,4.91,33.5,FALSE POSITIVE
1.183818383,1.393,84.3,0.91,12.7,FALSE POSITIVE
4.98845099,7.453,193.9,1.33,23.3,FALSE POSITIVE
3.543919702,1.8717,507.0,1.21,38.2,CONFIRMED
8.28157072,3.1,139.2,1.37,12.9,CANDIDATE
0.82628442,0.9603,134.9,0.96,25.6,CANDIDATE
6.37705295,1.949,502.8,2.15,17.9,CANDIDATE
8.83929462,1.719,316.2,1.94,14.8,CONFIRMED
0.631795416,1.0703,145.2,1.88,24.7,FALSE POSITIVE
7.56126152,2.851,180.6,1.2,15.7,CONFIRMED
34.9897847,4.208,498.5,1.14,11.5,CONFIRMED
7.05429483,1.716,359.3,1.0,11.2,CONFIRMED
2.27050106,1.903,106.7,0.55,15.9,CANDIDATE
26.7838935,4.584,365.3,1.59,20.9,CONFIRMED
45.126216,6.656,373.1,2.32,17.1,CONFIRMED
11.94019101,2.866,631.7,1.86,15.6,CONFIRMED
3.51295674,3.06,83.1,1.1,22.5,FALSE POSITIVE
48.4313003,4.03,886.4,2.78,17.3,CONFIRMED
7.203855862,2.5418,1765.9,2.25,101.1,CONFIRMED
6.73808701,2.591,92.9,0.73,14.4,CONFIRMED
7.57571414,2.357,418.5,2.45,12.8,FALSE POSITIVE
4.76887671,1.672,115.8,2.11,20.0,FALSE POSITIVE
1.347512632,1.9817,2651.8,23.45,88.7,FALSE POSITIVE
0.512581697,1.5789,259.1,1.32,45.2,FALSE POSITIVE
12.07760884,2.233,151.0,1.03,14.0,FALSE POSITIVE
18.55581565,5.372,565.9,20.83,33.2,CANDIDATE
13.33094869,1.426,725.6,25.95,17.1,CANDIDATE
6.38315744,1.7075,1112.6,2.35,23.8,FALSE POSITIVE
27.52194772,4.047,2312.8,2.47,106.5,CONFIRMED
16.1289679,6.271,389.0,2.94,21.3,CONFIRMED
13.5631157,5.438,336.4,1.75,15.4,CONFIRMED
16.2959916,2.116,369.6,1.83,15.7,CONFIRMED
4.16056658,2.61,75.8,0.7,16.3,CONFIRMED
2.93101771,2.231,199.1,1.15,15.0,FALSE POSITIVE
39.79220077,4.466,610.4,1.9,179.5,CONFIRMED
16.2276756,3.699,525.8,2.11,20.5,FALSE POSITIVE
