koi_period,koi_duration,koi_depth,koi_prad,koi_snr,koi_disposition
24.67458244,3.2648,650.6,2.33,31.9,CONFIRMED
32.526674,6.842,204.9,1.26,9.7,CANDIDATE
10.32906563,1.44,2309.8,6.17,114.8,CANDIDATE
3.750832927,1.9457,2397.9,4.61,212.5,CONFIRMED
21.34736612,4.184,630.5,3.2,53.1,CONFIRMED
7.81100952,3.231,126.7,1.36,15.8,CONFIRMED
4.243748097,3.3603,1409.7,3.16,139.8,CONFIRMED
2.404483552,0.2961,0.8,0.48,0.0,FALSE POSITIVE
13.54204116,3.334,338.7,2.01,26.4,FALSE POSITIVE
2.752359689,2.0722,791.9,2.54,115.7,CONFIRMED
13.98177862,2.958,1018.4,2.09,95.6,CONFIRMED
44.0003975,5.1115,599.6,1.56,43.3,CONFIRMED
12.39894005,4.262,702.9,4.06,50.7,FALSE POSITIVE
7.26731094,2.2691,659.1,1.14,47.8,CONFIRMED
13.3430025,2.7399,799.7,1.29,47.1,CONFIRMED
3.886795001,1.7574,471.3,0.97,41.8,CONFIRMED
22.40777833,3.2881,661.3,1.15,33.9,CONFIRMED
5.92240377,3.691,413.4,2.77,44.4,FALSE POSITIVE
77.6114427,7.1786,814.5,2.59,100.5,CONFIRMED
18.20795835,3.7965,1596.9,3.08,157.3,CONFIRMED
49.537365,9.862,201.7,1.48,10.1,CANDIDATE
12.70636123,2.395,871.7,2.75,54.0,CONFIRMED
10.94577783,3.0937,532.8,2.84,52.5,CONFIRMED
28.9869016,3.6233,471.6,2.7,31.5,CONFIRMED
94.886902,6.923,641.7,4.24,25.5,CONFIRMED
5.03505665,1.804,151.5,1.63,16.6,CONFIRMED
24.7222403,4.53,290.1,1.31,9.3,FALSE POSITIVE
11.90352088,4.297,633.0,2.56,47.2,CONFIRMED
9.286964466,3.3649,691.7,2.1,251.9,CONFIRMED
34.0350605,6.695,727.8,2.76,41.3,CONFIRMED
12.75934489,3.5889,882.1,2.58,70.4,CONFIRMED
5.433132902,2.4012,328.2,1.61,33.1,CONFIRMED
10.64021008,5.4381,455.3,2.87,58.6,CONFIRMED
4.93883135,4.388,123.5,1.44,21.3,CONFIRMED
5.996533443,3.3129,711.4,2.96,70.5,CONFIRMED
2.06190864,1.9743,214.0,1.63,27.9,CONFIRMED
20.13490007,3.7962,1035.2,2.98,64.7,CONFIRMED
24.0721647,3.171,177.3,1.1,6.7,CANDIDATE
88.2553729,4.539,1132.2,2.96,54.2,CONFIRMED
6.010383339,2.1939,2652.1,3.8,276.1,CONFIRMED
80.881757,12.568,142.7,2.27,12.2,CANDIDATE
1.334101467,2.1033,120.8,1.74,43.0,FALSE POSITIVE
8.1808949,2.7546,723.5,2.1,48.7,CONFIRMED
15.31296388,3.0935,864.9,2.34,45.3,CONFIRMED
18.42794957,2.9264,706.6,2.24,36.0,CONFIRMED
8.8249556,2.976,121.1,1.1,8.6,FALSE POSITIVE
1.213745575,5.5835,2012.2,21.69,213.7,FALSE POSITIVE
1.423799421,1.4866,2008.4,4.69,125.3,FALSE POSITIVE
1.8134378,7.776,97.4,0.69,19.1,CANDIDATE
14.78767172,6.1191,781.8,3.46,39.4,CONFIRMED
4.16536757,3.2935,120.0,1.0,30.4,CONFIRMED
14.48584765,3.1365,457.1,2.88,52.2,CONFIRMED
40.6992062,7.074,429.9,3.2,38.5,CONFIRMED
4.532402495,3.12,339.1,3.69,43.1,FALSE POSITIVE
4.034914368,1.7874,800.1,6.95,92.6,CANDIDATE
3.173914037,3.6069,303.0,3.07,76.1,CONFIRMED
4.17838675,2.123,316.0,3.13,15.1,CANDIDATE
9.84824649,5.7471,436.7,2.68,25.3,CONFIRMED
19.7243672,7.202,577.9,3.57,26.0,CONFIRMED
51.75530504,7.4355,609.2,2.61,116.9,CONFIRMED
16.2982201,2.558,199.0,0.78,7.9,CANDIDATE
7.38443269,5.7351,349.8,2.42,23.7,CONFIRMED
7.23858162,3.1199,268.2,1.34,41.6,CONFIRMED
6.277827312,8.6841,1856.8,4.87,191.3,FALSE POSITIVE
16.71987303,3.317,523.1,2.52,19.2,CONFIRMED
3.275821982,3.0427,274.9,3.54,64.4,CONFIRMED
15.87360981,3.5246,415.6,1.53,38.4,CONFIRMED
12.3860474,2.604,151.3,1.11,9.1,CONFIRMED
1.360834768,1.4886,1570.5,7.24,169.8,FALSE POSITIVE
7.256962446,4.9402,463.2,3.53,168.3,CONFIRMED
29.66631669,8.412,668.0,2.83,95.3,CONFIRMED
16.2254975,6.471,120.4,1.21,20.3,CONFIRMED
1.260258822,1.8594,1130.7,3.57,128.2,CONFIRMED
3.29534567,1.902,141.9,1.23,10.4,CANDIDATE
0.542122617,1.283,88.3,0.94,16.3,FALSE POSITIVE
5.25449393,3.078,169.0,1.41,12.6,CONFIRMED
5.924993927,2.8874,1608.1,3.15,68.5,CONFIRMED
11.34934848,3.1101,1249.8,2.39,41.7,CONFIRMED
23.6421965,5.018,1102.2,2.9,97.2,CONFIRMED
67.0930642,7.334,1254.2,3.51,73.7,CONFIRMED
17.97979816,5.5828,459.1,2.89,43.9,CONFIRMED
30.99664113,2.9182,655.3,2.43,59.9,CONFIRMED
2.462344253,1.8113,180.1,1.33,42.1,CONFIRMED
4.822969318,0.8752,332.1,2.22,36.0,CONFIRMED
6.0799457,2.706,55.1,0.86,7.3,CANDIDATE
28.7796446,8.349,253.2,1.95,36.5,CONFIRMED
15.66057688,7.012,384.1,2.05,67.5,CONFIRMED
17.42115972,4.9974,928.1,3.11,114.3,CONFIRMED
3.13295351,2.2207,435.2,1.39,23.9,CONFIRMED
18.64349986,1.8491,813.4,2.14,16.1,CONFIRMED
93.803766,2.946,460.1,2.05,8.6,FALSE POSITIVE
24.5434566,7.2518,1151.3,3.08,64.5,CONFIRMED
51.07926451,6.3729,736.8,2.75,126.8,CONFIRMED
70.2780911,2.466,781.6,2.54,14.9,CANDIDATE
9.9664004,5.0127,1619.0,16.89,125.9,CANDIDATE
14.85185526,3.5263,1341.0,2.73,58.3,CANDIDATE
4.350413063,1.7694,192.5,1.26,37.8,FALSE POSITIVE
1.376384817,1.745,365.9,1.47,47.8,FALSE POSITIVE
29.90721859,4.8475,588.0,2.16,79.8,CONFIRMED
7.03380109,6.4185,138.5,2.61,46.7,FALSE POSITIVE
56.391062,5.7,2042.0,3.58,11.4,CANDIDATE
3.032147946,3.8627,488.6,3.62,103.1,CONFIRMED
15.96532718,4.5837,482.2,3.33,144.2,CONFIRMED
22.34213536,6.461,2264.4,5.19,51.9,CANDIDATE
18.79418506,3.2906,1529.0,2.33,40.2,CONFIRMED
6.73893544,2.813,601.3,1.44,24.2,CONFIRMED
14.49839316,3.7343,3271.1,5.16,125.6,FALSE POSITIVE
10.3392408,3.075,1184.6,2.98,51.4,CONFIRMED
8.50339249,2.9569,188.9,1.95,28.5,CONFIRMED
23.7832097,7.939,256.5,2.01,38.3,CONFIRMED
5.16949729,4.5122,210.6,2.06,66.2,CONFIRMED
30.86436512,2.9557,551.3,2.23,51.8,CONFIRMED
9.36059705,3.2069,236.5,1.42,42.0,CONFIRMED
14.6672293,3.742,198.1,1.21,30.5,CONFIRMED
68.1609897,5.662,295.6,1.45,25.0,CONFIRMED
13.28689997,3.2825,1039.6,2.78,41.3,CONFIRMED
1.287076693,1.4942,729.4,1.39,65.2,CONFIRMED
17.6717714,3.4202,918.6,2.44,36.2,CONFIRMED
23.44970494,8.6567,315.6,2.71,67.9,CONFIRMED
11.95474513,2.1433,903.4,5.15,96.3,CONFIRMED
42.55930625,3.0148,2303.5,5.45,60.9,FALSE POSITIVE
16.080657264,2.8701,3076.0,4.43,195.9,CONFIRMED
18.16407304,2.9355,943.2,1.98,99.7,CONFIRMED
7.334073405,2.7308,326.9,1.42,2.6,FALSE POSITIVE
5.71489692,2.3572,425.9,1.33,73.0,CONFIRMED
122.3858681,7.123,711.1,1.72,46.3,CONFIRMED
1.368617188,1.6235,126.9,1.84,44.4,FALSE POSITIVE
1.125963085,1.5034,146.0,1.41,43.1,FALSE POSITIVE
8.59481851,3.254,336.5,1.75,37.5,CONFIRMED
10.22215697,1.1939,238.2,1.72,13.6,CONFIRMED
25.6721559,5.9629,387.1,2.68,78.4,CONFIRMED
18.39629744,2.7838,680.2,2.47,58.4,CONFIRMED
1.012672041,3.0512,1197.6,5.89,237.4,FALSE POSITIVE
21.77568158,7.9588,797.9,4.76,117.3,CONFIRMED
41.0283424,9.8052,541.4,3.92,66.5,CONFIRMED
0.83442282,1.873,50.9,0.64,8.8,FALSE POSITIVE
1.906633332,3.0825,268.0,2.72,83.3,FALSE POSITIVE
4.069425638,2.0396,549.1,1.53,68.0,CONFIRMED
4.06844957,2.8349,79.8,0.98,29.3,CONFIRMED
16.28247625,2.9227,792.6,1.88,60.0,CONFIRMED
3.162692075,1.9529,503.7,2.61,75.4,CONFIRMED
31.7848157,8.8077,444.5,3.55,57.6,CONFIRMED
13.17555999,6.6677,280.0,2.82,48.8,CONFIRMED
5.66815821,4.9064,119.7,1.85,27.3,CONFIRMED
17.40665216,6.864,586.9,2.95,85.7,CONFIRMED
3.07365139,2.102,90.5,0.79,9.6,CANDIDATE
6.41496453,3.9015,201.2,25.79,53.1,FALSE POSITIVE
5.370639542,2.1121,491.3,2.54,58.8,CONFIRMED
11.32977062,3.845,162.4,1.37,18.5,CONFIRMED
23.20579353,4.3243,342.5,5.86,46.9,CONFIRMED
6.07972016,7.1228,290.8,2.32,77.9,CONFIRMED
14.40090414,4.1682,379.6,2.71,41.1,CONFIRMED
7.69363627,5.0324,295.1,2.12,55.1,CONFIRMED
21.3851584,4.0819,663.9,2.17,67.3,CONFIRMED
5.37493289,3.9567,155.8,2.12,49.0,CONFIRMED
8.58600968,3.3443,102.1,1.84,23.2,CONFIRMED
4.50158249,1.855,175.7,0.73,9.7,CANDIDATE
3.88688862,3.683,58.3,1.29,20.8,CONFIRMED
2.192009479,2.9453,1475.6,35.9,131.2,FALSE POSITIVE
2.628117322,1.8289,936.8,1.77,98.1,CONFIRMED
5.06546874,2.203,121.1,0.62,10.4,CANDIDATE
25.6613816,4.459,166.5,1.78,14.6,CONFIRMED
10.21418792,5.8201,303.8,2.29,78.6,CONFIRMED
2.755637216,1.8559,536.7,1.37,99.8,CONFIRMED
36.2671673,2.065,627.1,1.5,10.0,FALSE POSITIVE
14.91095177,3.325,864.5,2.62,116.9,CONFIRMED
20.30652862,2.8014,715.4,1.58,60.8,CONFIRMED
44.6996563,6.2289,837.7,3.05,71.3,CONFIRMED
3.619309734,3.0504,206.6,1.47,47.4,CONFIRMED
124.5245224,9.654,689.9,2.69,47.5,CONFIRMED
7.6720844,3.451,75.1,0.72,8.4,CANDIDATE
2.178150857,1.931,162.5,1.11,37.4,FALSE POSITIVE
2.178150567,3.5065,511.3,34.19,131.4,FALSE POSITIVE
25.33709016,9.664,2279.4,3.47,120.3,FALSE POSITIVE
4.396999852,1.875,4576.8,13.57,63.3,FALSE POSITIVE
14.28228147,2.6588,983.2,1.82,44.7,CONFIRMED
1.16015259,1.3433,170.2,1.4,48.4,FALSE POSITIVE
3.743166733,3.6888,126.3,1.5,47.2,CONFIRMED
13.13747785,4.8655,212.8,1.85,43.1,CONFIRMED
7.78199862,3.947,106.9,1.32,25.6,CONFIRMED
2.2227289,2.617,279.1,34.14,10.5,FALSE POSITIVE
23.4433748,5.768,85.0,1.29,14.1,CONFIRMED
5.868066282,4.1246,436.5,3.6,97.6,CONFIRMED
1.61189046,3.0792,101.1,1.72,38.0,CONFIRMED
9.940666412,3.9092,520.2,2.87,161.4,CONFIRMED
4.182001885,2.2209,847.4,2.46,160.3,CONFIRMED
66.47762,4.487,553.5,1.83,9.1,CANDIDATE
26.89316101,2.3266,2193.2,6.78,119.6,CANDIDATE
14.70749512,3.1506,262.0,2.04,36.3,CONFIRMED
20.73989406,3.1505,616.1,2.11,44.2,CONFIRMED
47.4277116,5.2679,820.4,2.33,49.9,CONFIRMED
5.07442951,4.064,250.2,1.38,26.7,FALSE POSITIVE
12.874712426,2.2491,3860.7,11.26,218.5,CONFIRMED
3.07155284,4.0935,86.0,1.65,27.2,CONFIRMED
22.24814617,4.1483,613.7,2.72,74.2,CONFIRMED
0.702739679,1.379,65.1,0.73,9.5,CANDIDATE
5.07437786,5.942,605.7,23.71,86.6,FALSE POSITIVE
0.900375925,1.257,41.4,0.82,14.6,CONFIRMED
4.585466941,3.4437,383.5,3.29,84.8,CONFIRMED
22.71443351,6.0875,575.1,4.01,74.4,CONFIRMED
47.903427,6.191,379.3,3.55,34.1,CONFIRMED
9.034190783,1.5501,577.6,1.8,82.1,CONFIRMED
1.433339604,1.3665,305.2,2.08,39.6,FALSE POSITIVE
9.07098164,2.6903,1026.2,2.94,59.1,CONFIRMED
9.48965527,3.587,262.2,2.16,42.5,CONFIRMED
4.22865217,3.3275,150.0,1.83,41.5,CONFIRMED
2.85889907,1.465,55.7,0.73,6.9,FALSE POSITIVE
7.46662068,3.87,120.9,1.65,27.4,CONFIRMED
16.25951967,3.854,129.5,1.72,19.6,CONFIRMED
11.1317901,4.051,95.5,1.47,18.2,CONFIRMED
28.1224393,4.174,194.3,0.9,26.9,CONFIRMED
11.427550984,4.6074,500.9,2.35,165.5,CONFIRMED
0.983304511,1.78,79.9,1.1,10.1,FALSE POSITIVE
45.9029768,5.0041,361.8,1.18,42.9,CONFIRMED
4.159816554,1.6261,160.3,0.86,35.6,CONFIRMED
5.69059163,2.557,1384.3,3.1,45.5,CONFIRMED
85.3162004,2.7441,1902.6,6.34,32.6,CONFIRMED
10.34973276,4.4859,119.0,1.44,44.5,CONFIRMED
16.08786246,3.095,612.5,2.56,63.7,CONFIRMED
25.0032023,5.498,64.1,1.47,12.6,CANDIDATE
41.74938613,5.6098,1055.4,2.94,95.0,CONFIRMED
0.56680081,3.6116,127.7,1.02,71.5,FALSE POSITIVE
4.41746257,2.965,291.0,3.95,22.6,CONFIRMED
8.981014925,1.8478,1059.3,3.14,198.3,CONFIRMED
16.33888067,9.3599,1718.4,10.47,201.9,CONFIRMED
39.1307086,2.295,201.0,1.54,7.4,FALSE POSITIVE
10.04157214,2.6577,1114.0,2.97,28.1,CONFIRMED
18.36974658,2.939,1143.3,3.58,20.1,CONFIRMED
2.79590004,2.056,383.7,1.66,16.3,CONFIRMED
13.72462702,6.9758,281.8,2.13,50.1,CONFIRMED
46.40626,7.0281,469.1,2.66,51.2,CONFIRMED
15.67750191,5.5082,115.5,1.42,39.6,CONFIRMED
5.59931543,3.8944,84.8,1.22,41.4,CONFIRMED
25.2100146,6.553,62.1,0.95,18.8,CONFIRMED
17.79001678,4.4116,871.4,2.7,67.2,CONFIRMED
49.5674085,4.002,730.0,2.91,31.2,CONFIRMED
1.655467295,3.2424,1059.4,2.17,98.7,FALSE POSITIVE
7.972510087,2.9754,3139.0,3.22,206.7,CONFIRMED
2.453236139,1.6691,1723.2,2.26,158.0,CONFIRMED
11.9710626,2.7607,421.8,5.84,42.6,FALSE POSITIVE
6.0404622,1.98,241.0,1.3,14.9,CONFIRMED
4.13852825,2.281,256.5,1.3,20.5,CONFIRMED
3.936993144,1.887,1266.0,3.36,59.3,CONFIRMED
28.08185982,4.5288,1840.3,3.63,50.8,CONFIRMED
23.66834635,5.8297,449.4,2.32,112.8,CONFIRMED
10.08881066,1.7726,1995.9,4.71,51.4,CONFIRMED
60.458443,8.43,175.2,1.59,9.7,CANDIDATE
6.97106919,3.9125,452.8,2.07,41.7,FALSE POSITIVE
1.311842968,1.7876,245.1,1.43,44.2,CONFIRMED
14.58649856,4.0249,378.7,2.45,53.0,CONFIRMED
8.0292018,3.462,65.6,0.99,11.7,CANDIDATE
1.05569286,1.289,37.5,0.45,7.1,FALSE POSITIVE
7.75192755,3.5413,407.3,1.89,77.3,CONFIRMED
31.80475991,8.699,360.6,2.99,73.4,CONFIRMED
16.2580276,6.375,47.0,0.92,11.5,CONFIRMED
0.73975345,4.2,481.8,2.09,86.2,FALSE POSITIVE
1.612249049,4.235,154.0,50.98,45.4,FALSE POSITIVE
3.05933906,1.7332,1169.2,36.0,37.7,FALSE POSITIVE
0.624677585,2.411,37.3,1.28,31.0,FALSE POSITIVE
0.759763198,3.083,202.5,1.2,30.8,FALSE POSITIVE
126.55719,8.079,366.4,4.59,24.8,CONFIRMED
12.435190544,3.8305,71.9,0.52,4.8,FALSE POSITIVE
20.0983676,5.207,157.8,1.58,20.9,CONFIRMED
85.112898,2.503,513.8,2.21,8.0,FALSE POSITIVE
2.41750021,4.33,58.2,1.19,15.2,CANDIDATE
4.03357434,5.886,66.2,1.23,15.5,CANDIDATE
0.504426087,1.6276,614.5,33.96,81.7,FALSE POSITIVE
7.66462913,3.614,114.1,1.6,13.2,CANDIDATE
9.6887216,2.0,655.5,3.09,18.1,CONFIRMED
19.597317,4.508,1014.1,3.78,23.7,CONFIRMED
13.06243545,3.244,464.3,1.36,21.4,CONFIRMED
0.793663156,0.8244,186.2,1.14,23.7,FALSE POSITIVE
2.81401302,5.801,55.7,1.51,33.8,FALSE POSITIVE
3.74031708,2.394,165.6,1.38,15.6,CONFIRMED
0.851678507,2.028,67.9,0.85,9.1,FALSE POSITIVE
1.332566763,4.001,384.9,1.49,18.2,FALSE POSITIVE
1.89131005,5.687,155.6,6.4,18.7,FALSE POSITIVE
0.692978457,1.1366,61.0,2.24,20.9,CONFIRMED
0.885131111,3.377,93.2,0.9,23.4,FALSE POSITIVE
1.85447373,2.665,306.8,1.33,18.9,FALSE POSITIVE
0.487656278,1.0129,109.8,0.99,25.1,CANDIDATE
0.502622858,3.085,146.0,1.41,41.1,FALSE POSITIVE
31.8055128,3.979,141.7,0.63,10.9,CONFIRMED
3.25424652,5.378,82.1,0.96,18.3,CANDIDATE
3.50472344,1.9464,90.7,0.8,18.4,CONFIRMED
124.827797,6.479,647.5,2.57,17.1,CONFIRMED
11.9294568,3.193,132.3,1.05,11.7,CANDIDATE
0.786260569,4.556,877.1,15.72,246.0,FALSE POSITIVE
0.597934463,3.1225,515.0,23.2,72.2,FALSE POSITIVE
2.15292788,3.043,41.4,1.02,21.5,FALSE POSITIVE
2.61585431,6.519,169.8,1.28,26.9,FALSE POSITIVE
9.54699216,5.063,143.0,1.71,17.4,CANDIDATE
14.708641,5.394,130.6,1.82,12.8,CANDIDATE
31.3351094,6.071,264.9,1.99,16.7,CONFIRMED
1.061002863,1.962,142.4,1.06,15.7,FALSE POSITIVE
0.924821319,2.594,122.4,1.1,24.3,FALSE POSITIVE
4.4697452,5.33,241.5,2.43,33.8,FALSE POSITIVE
122.906853,15.97,819.7,3.55,19.9,FALSE POSITIVE
12.422216754,6.5533,54.5,0.8,11.0,FALSE POSITIVE
4.85018974,5.676,64.5,1.1,15.8,CONFIRMED
3.82315697,2.388,47.2,0.77,8.9,CONFIRMED
0.842336445,1.519,80.1,0.9,8.8,FALSE POSITIVE
13.6032081,2.592,180.5,0.75,9.4,CANDIDATE
0.914468919,2.695,3426.3,36.84,189.0,FALSE POSITIVE
1.54039744,1.787,127.6,1.08,7.0,FALSE POSITIVE
8.45805119,2.998,258.7,2.52,18.3,CONFIRMED
101.1107014,8.029,878.1,1.61,24.1,CONFIRMED
0.907943645,1.9144,1028.9,49.37,53.7,FALSE POSITIVE
94.446856,7.502,436.4,7.13,20.0,FALSE POSITIVE
0.92565941,1.488,30.0,0.88,11.2,FALSE POSITIVE
0.537110149,1.7976,92.0,32.19,41.1,FALSE POSITIVE
9.84262076,1.6018,626.4,2.41,16.8,CONFIRMED
2.99194823,4.39,99.6,0.78,18.2,FALSE POSITIVE
62.3026877,7.509,859.3,3.05,45.0,CONFIRMED
72.3826983,8.279,366.4,4.21,29.5,CONFIRMED
0.566803149,1.643,246.0,1.93,52.6,FALSE POSITIVE
15.3466028,4.966,238.5,3.64,13.0,FALSE POSITIVE
7.23531329,3.338,112.2,1.53,14.0,CANDIDATE
1.332547503,4.521,130.3,1.23,25.5,FALSE POSITIVE
24.4972683,5.43,449.1,2.74,19.5,CONFIRMED
4.20253859,5.389,31.5,0.71,8.8,FALSE POSITIVE
0.535578808,1.7973,193.6,33.97,38.3,FALSE POSITIVE
0.89486317,2.657,172.0,1.19,16.1,FALSE POSITIVE
64.1862264,8.485,507.3,8.0,18.6,CANDIDATE
4.62602867,0.643,346.9,1.65,14.7,CONFIRMED
8.93484887,2.579,135.9,1.83,9.7,CONFIRMED
7.04716175,2.693,150.8,1.1,9.4,FALSE POSITIVE
4.93211932,3.144,50.5,1.02,7.5,CANDIDATE
4.85819429,5.356,76.3,2.04,25.2,CANDIDATE
119.0192648,8.1,1977.0,4.44,31.1,FALSE POSITIVE
8.40693068,1.866,167.1,1.95,6.8,CONFIRMED
3.39904814,2.922,69.6,0.81,8.1,CANDIDATE
0.974479091,1.866,221.2,1.19,25.3,FALSE POSITIVE
1.10601182,2.577,52.9,0.77,15.5,FALSE POSITIVE
6.873655305,3.5415,181.3,1.21,3.4,FALSE POSITIVE
0.626281766,1.1812,433.1,1.76,31.0,CONFIRMED
1.183505016,1.275,116.6,0.8,10.0,CANDIDATE
2.790643481,0.6871,202.0,0.99,20.2,CONFIRMED
0.971915957,1.6023,73.7,0.79,16.7,CONFIRMED
3.03196812,1.723,81.5,0.9,15.8,CONFIRMED
1.2940561,0.97,51.2,5.27,6.4,FALSE POSITIVE
0.53936593,5.434,145.0,9.19,57.6,FALSE POSITIVE
0.643703667,0.801,172.0,1.48,40.3,FALSE POSITIVE
15.9042402,2.093,444.8,3.79,13.3,CANDIDATE
0.827351796,2.1885,44.7,0.9,30.6,FALSE POSITIVE
4.16288745,0.678,391.7,1.32,12.0,CANDIDATE
4.44902309,1.373,88.9,0.55,10.4,CANDIDATE
1.121733366,1.032,84.3,2.39,13.6,CANDIDATE
4.95060632,1.719,309.5,1.28,17.4,CONFIRMED
0.536544193,2.918,159.5,0.9,25.3,FALSE POSITIVE
1.005205893,1.63,97.5,0.85,15.0,CONFIRMED
0.952371227,3.926,352.5,21.96,42.6,FALSE POSITIVE
1.089088292,1.8599,141.7,1.28,1.8,FALSE POSITIVE
0.730949487,2.367,87.3,1.27,15.8,FALSE POSITIVE
3.95116635,2.566,60.9,0.83,20.4,CONFIRMED
2.89223998,2.521,44.3,0.7,17.3,CONFIRMED
0.991552822,1.135,607.2,37.93,17.3,FALSE POSITIVE
1.89124187,4.415,105.8,0.93,20.8,FALSE POSITIVE
3.79437277,2.289,83.2,1.36,7.7,CANDIDATE
59.284064,5.42,424.4,1.81,13.1,CONFIRMED
6.96704926,3.73,213.7,6.14,18.6,CONFIRMED
67.968656,7.948,321.8,1.71,27.3,CONFIRMED
2.15681538,5.115,106.5,1.06,22.6,FALSE POSITIVE
0.708563091,6.347,414.5,15.38,90.8,FALSE POSITIVE
2.00870696,4.87,53.5,0.55,12.2,CANDIDATE
1.33256418,4.701,162.3,0.81,20.7,FALSE POSITIVE
0.655939788,1.318,73.0,1.48,18.7,CANDIDATE
1.387838134,2.252,136.8,1.24,20.4,FALSE POSITIVE
0.678349364,3.092,486.0,19.06,12.0,FALSE POSITIVE
1.022028468,8.866,1344.5,26.91,184.5,FALSE POSITIVE
0.72359699,1.326,495.6,6.73,14.8,FALSE POSITIVE
1.6156052,14.55,1582.0,34.69,253.1,FALSE POSITIVE
1.8913182,4.374,202.3,0.9,17.6,FALSE POSITIVE
2.43585046,2.088,60.5,2.6,14.9,FALSE POSITIVE
1.33255441,3.828,106.7,1.12,15.1,FALSE POSITIVE
0.941840589,5.06,388.3,27.05,23.0,FALSE POSITIVE
1.728521892,3.361,92.2,1.19,30.2,FALSE POSITIVE
1.89125855,5.415,67.9,0.81,24.8,FALSE POSITIVE
8.65312868,3.376,508.6,20.38,22.6,FALSE POSITIVE
30.0899459,6.654,242.6,2.25,16.6,CONFIRMED
1.39862757,9.625,45.5,2.39,59.6,FALSE POSITIVE
9.91937693,4.326,186.7,1.32,18.8,CONFIRMED
0.918510251,2.587,52.6,1.77,20.3,FALSE POSITIVE
9.47850818,6.154,184.6,1.47,26.7,CONFIRMED
0.783258387,2.2926,328.5,1.28,28.5,FALSE POSITIVE
4.24263096,2.582,187.6,1.1,15.9,CONFIRMED
1.231363214,5.8101,4774.7,10.75,112.7,FALSE POSITIVE
0.755101928,3.044,119.8,0.91,18.1,FALSE POSITIVE
4.56447463,6.415,208.4,1.13,42.6,FALSE POSITIVE
1.027904857,1.6381,2381.2,30.48,117.8,FALSE POSITIVE
1.106529843,6.258,319.5,1.91,69.2,FALSE POSITIVE
111.741576,3.83,238.8,6.88,9.9,FALSE POSITIVE
110.461746,12.46,331.2,1.93,15.8,CANDIDATE
1.08193721,4.788,115.3,0.77,14.4,FALSE POSITIVE
44.6226725,12.974,131.9,1.73,20.6,CANDIDATE
2.43142974,2.713,146.6,1.17,10.7,FALSE POSITIVE
1.41975831,1.429,60.9,0.85,8.1,CONFIRMED
0.73095491,2.206,29.6,0.88,7.5,FALSE POSITIVE
3.951383138,1.0582,405.7,23.51,23.9,CONFIRMED
6.84978728,4.919,139.2,1.83,17.0,CONFIRMED
80.769893,4.2,128.5,1.87,6.7,CANDIDATE
1.111362442,6.24,133.9,2.86,36.8,FALSE POSITIVE
28.9060526,3.099,99.0,0.79,13.3,CONFIRMED
8.10503551,4.459,209.9,1.45,16.5,CONFIRMED
8.82715783,2.019,368.6,1.67,11.1,CONFIRMED
9.089151782,3.1886,110.1,4.35,7.1,FALSE POSITIVE
1.87886973,3.876,181.9,1.04,23.9,FALSE POSITIVE
0.979161676,2.942,160.2,1.03,20.2,FALSE POSITIVE
0.855922327,1.514,130.9,0.87,21.1,FALSE POSITIVE
25.9528725,12.434,164.1,1.53,16.9,FALSE POSITIVE
2.31482311,2.127,58.6,0.69,14.2,CANDIDATE
0.952374508,3.006,204.8,1.13,33.0,FALSE POSITIVE
0.936751792,5.658,26.4,2.07,23.0,FALSE POSITIVE
0.621361411,1.0628,45.0,1.12,24.6,FALSE POSITIVE
10.778313,5.256,90.7,1.25,12.5,CANDIDATE
0.594310785,0.9994,112.5,0.91,15.7,FALSE POSITIVE
27.2106807,10.515,99.4,1.73,16.9,CONFIRMED
4.31978105,7.204,65.8,3.87,23.5,FALSE POSITIVE
4.32710895,1.387,108.9,26.6,12.9,CANDIDATE
2.90512019,2.293,61.2,0.57,13.2,CANDIDATE
14.2651545,3.601,66.3,1.06,13.9,CONFIRMED
5.04404366,1.682,236.5,1.47,11.6,CANDIDATE
11.17931581,3.103,90.6,1.81,12.0,CONFIRMED
1.284991846,2.274,29.1,1.17,15.3,FALSE POSITIVE
1.166960319,1.6823,97.8,0.88,17.9,CANDIDATE
0.530959357,2.417,84.4,0.69,22.0,FALSE POSITIVE
0.701944362,0.641,210.8,0.8,17.1,CANDIDATE
3.05772668,1.819,311.0,1.23,13.7,CANDIDATE
9.9092109,2.552,942.0,2.35,6.4,CANDIDATE
0.996864568,1.098,86.7,0.77,21.4,FALSE POSITIVE
0.673684895,1.161,51.1,0.7,7.0,FALSE POSITIVE
56.644452,16.551,104.6,2.44,21.8,CONFIRMED
1.710319812,2.983,43.6,0.56,19.1,FALSE POSITIVE
5.62978034,5.847,379.2,1.61,19.1,FALSE POSITIVE
6.39269778,2.138,174.3,1.21,11.3,CANDIDATE
1.540398683,1.5676,73.0,12.65,4.8,FALSE POSITIVE
3.0570982,3.571,144.0,0.99,15.7,CONFIRMED
7.87845756,3.912,44.1,0.78,10.5,CANDIDATE
0.866346,2.011,116.4,1.24,13.9,FALSE POSITIVE
0.885129679,3.156,177.3,1.21,21.2,FALSE POSITIVE
56.898749,3.522,514.0,6.33,6.2,FALSE POSITIVE
0.438153876,1.3885,164.8,14.0,33.4,FALSE POSITIVE
0.696286519,3.194,120.8,1.34,19.7,FALSE POSITIVE
